English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Khmer Word
surviving	0	0	0	0	0	0	0	0	0	0	រស់រានមានជីវិត
susceptibility	0	0	0	0	0	0	0	0	0	0	ភាពងាយរងគ្រោះ
susceptible	0	0	0	0	0	1	0	0	0	0	ងាយ
suspect	0	0	0	1	0	1	0	0	0	0	សង្ស័យ
suspected	0	0	0	0	0	0	0	0	0	0	សង្ស័យ
suspend	0	0	0	0	0	0	0	0	0	0	ផ្អាក
suspended	0	0	0	0	0	0	0	0	0	0	ផ្អាក
suspenders	0	0	0	0	0	0	0	0	0	0	ព្យួរ
suspense	0	1	0	1	0	0	0	0	1	0	ការ​សង្ស័យ
suspension	0	0	0	1	0	1	0	0	0	0	ការព្យួរ
suspicion	0	0	0	1	0	1	0	0	0	0	ការសង្ស័យ
suspicions	0	0	0	0	0	0	0	0	0	0	ការសង្ស័យ
suspicious	1	1	0	0	0	1	0	0	0	0	គួរឱ្យសង្ស័យ
sustained	0	0	0	0	0	0	0	0	0	0	ទ្រទ្រង់
sustenance	0	0	0	0	0	0	0	0	0	0	អាហារូបត្ថម្ភ
suture	0	0	0	0	0	0	0	0	0	0	ដេរ
swab	0	0	0	0	0	1	0	0	0	0	swab
swag	0	0	0	0	0	0	0	0	0	0	swag
swagger	0	0	0	0	0	0	0	0	0	0	swagger
swallow	0	0	0	0	0	0	0	0	0	0	លេប
swamp	0	0	1	1	0	1	0	0	0	0	វាលភក់
swamped	0	0	0	0	0	0	0	0	0	0	វាលភក់
swampy	0	0	1	1	0	1	0	0	0	0	វាលភក់
swan	0	0	0	0	0	0	0	0	0	0	សត្វស្វា
swap	0	0	0	0	0	0	0	0	0	0	ប្តូរ
swarm	0	0	1	0	0	0	0	0	0	0	ហ្វូង
swarming	0	0	0	0	0	0	0	0	0	0	swarming
swastika	1	0	0	1	0	1	0	0	0	0	swastika
sway	0	0	0	0	0	0	0	0	0	0	យោល
swear	0	0	0	0	0	0	1	0	0	1	ស្បថ
swearing	0	0	0	0	0	0	0	0	0	0	ស្បថ
sweat	0	0	0	1	0	0	0	0	0	0	ញើស
sweater	0	0	0	0	0	0	0	0	0	0	អាវយឺត
sweating	0	0	0	0	0	0	0	0	0	0	បែកញើស
sweep	0	0	0	0	0	0	0	0	0	0	បោស
sweeping	0	0	0	0	0	0	0	0	0	0	ការបោសសំអាត
sweet	0	1	0	0	1	0	1	0	1	1	ផ្អែម
sweeten	0	0	0	0	0	0	0	0	0	0	ផ្អែម
sweetened	0	0	0	0	0	0	0	0	0	0	ផ្អែម
sweetener	0	0	0	0	0	0	0	0	0	0	ជាតិផ្អែម
sweetheart	0	1	0	0	1	0	1	1	0	1	សម្លាញ់
sweetie	0	0	0	0	0	0	1	0	0	0	សម្លាញ់
sweetness	0	0	0	0	0	0	1	0	0	0	ភាពផ្អែមល្ហែម
sweets	0	1	0	0	1	0	1	0	0	0	បង្អែម
swell	0	0	0	0	0	0	0	0	0	0	ហើម
swelling	0	0	0	1	0	1	0	0	0	0	ហើម
sweltering	0	0	0	0	0	0	0	0	0	0	ក្តៅ
swerve	0	0	0	1	0	0	0	0	1	0	បត់
swift	0	0	0	0	0	0	1	0	0	0	រហ័ស
swiftly	0	0	0	0	0	0	0	0	0	0	យ៉ាង​ឆាប់​រហ័ស
swig	0	0	1	0	0	1	0	0	0	0	swig
swim	0	1	0	1	1	0	1	0	0	0	ហែលទឹក
swimming	0	0	0	0	0	0	0	0	0	0	ហែលទឹក
swine	0	0	1	0	0	1	0	0	0	0	ជ្រូក
swing	0	0	0	0	0	0	0	0	0	0	យោល។
swinging	0	0	0	0	0	0	0	0	0	0	យោល
swish	0	0	0	0	0	0	0	0	0	0	swish
switch	0	0	0	0	0	0	0	0	0	0	ប្តូរ
swivel	0	0	0	0	0	0	0	0	0	0	បង្វិល
swollen	0	0	0	0	0	1	0	0	0	0	ហើម
swoon	0	0	0	0	0	0	0	0	0	0	swoon
swoop	0	0	0	0	0	0	0	0	0	0	ហក់
sword	0	0	0	0	0	0	0	0	0	0	ដាវ
syllable	0	0	0	0	0	0	0	0	0	0	ព្យាង្គ
syllabus	0	0	0	0	0	0	0	0	0	0	កម្មវិធីសិក្សា
symbol	0	0	0	0	0	0	0	0	0	0	និមិត្តសញ្ញា
symbolic	0	0	0	0	0	0	1	0	0	0	និមិត្តសញ្ញា
symbolically	0	0	0	0	0	0	0	0	0	0	ជានិមិត្តរូប
symbolism	0	0	0	0	0	0	0	0	0	0	និមិត្តសញ្ញា
symbolize	0	0	0	0	0	0	0	0	0	0	និមិត្តសញ្ញា
symmetric	0	0	0	0	0	0	0	0	0	0	ស៊ីមេទ្រី
symmetrical	0	0	0	0	0	0	1	0	0	0	ស៊ីមេទ្រី
symmetry	0	0	0	0	1	0	1	0	0	1	ស៊ីមេទ្រី
sympathetic	0	0	0	1	1	0	1	1	0	1	អាណិតអាសូរ
sympathize	0	0	0	0	0	0	0	1	0	0	អាណិតអាសូរ
sympathy	0	0	0	0	0	0	1	1	0	0	ការអាណិតអាសូរ
symphony	0	1	0	0	1	0	1	0	0	0	បទភ្លេង
symptom	0	0	0	0	0	1	0	0	0	0	រោគសញ្ញា
symptomatic	0	0	0	0	0	0	0	0	0	0	រោគសញ្ញា
synagogue	0	0	0	0	0	0	0	0	0	0	សាលាប្រជុំ
synchronize	0	1	0	0	1	0	1	0	1	1	ធ្វើសមកាលកម្ម
synchronous	0	0	0	0	0	0	0	0	0	0	សមកាលកម្ម
syncope	0	0	0	1	0	1	0	1	1	0	syncope
syndicate	0	0	0	0	0	0	0	0	0	0	សម្ព័ន្ធ
synergistic	0	0	0	0	0	0	1	0	0	1	ស៊ីសង្វាក់គ្នា។
synergy	0	0	0	0	0	0	0	0	0	0	ការរួមបញ្ចូលគ្នា
synod	0	0	0	0	0	0	1	0	0	1	ប្រជុំ
synonym	0	0	0	0	0	0	0	0	0	0	សទិសន័យ
synonymous	0	0	0	1	0	1	1	0	0	1	មានន័យដូច
synopsis	0	0	0	0	0	0	0	0	0	0	សង្ខេប
synoptic	0	0	0	0	0	0	0	0	0	0	synoptic
syntax	0	0	0	0	0	0	0	0	0	0	វាក្យសម្ព័ន្ធ
synthesis	0	0	0	0	0	0	0	0	0	0	ការសំយោគ
synthetic	0	0	0	0	0	0	0	0	0	0	សំយោគ
syringe	0	0	0	1	0	0	0	0	0	0	សឺរាុំង
syrup	0	0	0	0	0	0	0	0	0	0	សុីរ៉ូ
system	0	0	0	0	0	0	0	0	0	1	ប្រព័ន្ធ
systematic	0	0	0	0	0	0	0	0	0	0	ជាប្រព័ន្ធ
systematically	0	0	0	0	0	0	0	0	0	0	ជាប្រព័ន្ធ
tabby	0	0	0	0	0	0	0	0	0	0	ថេបប៊ី
tabernacle	0	0	0	0	0	0	0	0	0	0	ត្រសាល
table	0	0	0	0	0	0	0	0	0	0	តុ
tableau	0	0	0	0	0	0	0	0	0	0	តារាង
tablespoon	0	0	0	0	0	0	0	0	0	0	ស្លាបព្រា
tablet	0	0	0	0	0	0	0	0	0	0	ថេប្លេត
tableware	0	0	0	0	0	0	0	0	0	0	គ្រឿងតុ
taboo	0	0	1	1	0	1	0	0	0	0	បម្រាម
tabular	0	0	0	0	0	0	0	0	0	0	តារាង
tabulate	0	1	0	0	0	0	0	0	0	0	តារាង
tabulation	0	0	0	0	0	0	0	0	0	0	តារាង
tachometer	0	0	0	0	0	0	0	0	0	0	tachometer
tacit	0	0	0	0	0	0	0	0	0	0	ស្ងាត់ៗ
tack	0	0	0	0	0	0	0	0	0	0	ស្នៀត
tackle	1	0	0	0	0	0	0	0	1	0	ដោះស្រាយ
tackling	0	0	0	0	0	0	0	0	0	0	ការដោះស្រាយ
tacky	0	0	0	0	0	0	0	0	0	0	តឹងតែង
tact	0	0	0	0	0	0	1	0	0	0	កលល្បិច
tactics	0	0	0	1	0	0	0	0	0	1	យុទ្ធសាស្ត្រ
tactile	0	0	0	0	0	0	0	0	0	0	tactile
taffeta	0	0	0	0	0	0	0	0	0	0	ផ្ទាំងក្រណាត់
taffy	0	0	0	0	0	0	0	0	0	0	taffy
tag	0	0	0	0	0	0	0	0	0	0	ស្លាក
tail	0	0	0	0	0	0	0	0	0	0	កន្ទុយ
tailed	0	0	0	0	0	0	0	0	0	0	កន្ទុយ
tailings	0	0	0	0	0	0	0	0	0	0	កន្ទុយ
tailor	0	0	0	0	0	0	0	0	0	0	ជាងកាត់ដេរ
tailoring	0	0	0	0	0	0	0	0	0	0	កាត់ដេរ
taint	0	0	0	0	0	1	0	1	0	0	អាប់អួរ
taker	0	0	0	0	0	0	0	0	0	0	អ្នកទទួល
tale	0	0	0	0	0	0	1	0	0	0	រឿងនិទាន
talent	0	0	0	0	0	0	1	0	0	0	ទេពកោសល្យ
talented	0	0	0	0	0	0	0	0	0	0	មានទេពកោសល្យ
talisman	0	0	0	0	0	0	1	0	0	0	និស្ស័យ
talk	0	0	0	0	0	0	1	0	0	0	និយាយ
talkative	0	0	0	0	0	0	0	0	0	0	ចេះនិយាយ
talker	0	0	0	0	0	0	0	0	0	0	អ្នកនិយាយ
tall	0	0	0	0	0	0	0	0	0	0	កម្ពស់
tallies	0	0	0	0	0	0	0	0	0	0	សរុប
tallow	0	0	0	0	0	0	0	0	0	0	កំពស់
tally	0	0	0	0	0	0	0	0	0	0	សរុប
talons	1	0	0	1	0	1	0	0	0	0	talons
tambourine	0	0	0	0	0	0	0	0	0	0	tambourine
taming	0	0	0	0	0	0	0	0	0	0	ការ​ថែ​ទាំ
tan	0	0	0	0	0	0	0	0	0	0	តាន់
tandem	0	0	0	0	0	0	0	0	0	1	ដំណាលគ្នា។
tang	0	0	0	0	0	0	0	0	0	0	តាំង
tangent	0	0	0	0	0	0	0	0	0	0	តង់សង់
tangle	0	0	0	0	0	0	0	0	0	0	ច្របូកច្របល់
tangled	0	0	0	0	0	1	0	0	0	0	ជាប់គាំង
tank	0	0	0	0	0	0	0	0	0	0	ធុង
tanned	0	0	0	0	0	0	1	0	0	0	tanned
tantalizing	0	1	0	0	1	1	1	0	1	0	គួរឱ្យធុញថប់
tantamount	0	0	0	0	0	0	0	0	0	1	បរិមាណ
tap	0	0	0	0	0	0	0	0	0	0	ប៉ះ
tape	0	0	0	0	0	0	0	0	0	0	កាសែត
taper	0	0	0	0	0	0	0	0	0	0	ស្តើង
tapering	0	0	0	0	0	0	0	0	0	0	ស្តើង
tapestry	0	0	0	0	0	0	0	0	0	0	កាសែត
tar	0	0	0	0	0	0	0	0	0	0	tar
tardiness	0	0	0	0	0	1	0	0	0	0	ភាពយឺតយ៉ាវ
tardy	0	0	0	0	0	1	0	0	0	0	យឺត
target	0	0	0	0	0	0	0	0	0	0	គោលដៅ
tariff	1	0	1	0	0	1	0	0	0	0	ពន្ធ
tarnish	0	0	1	0	0	1	0	1	0	0	ធ្វើឱ្យខូចគុណភាព
tarry	0	0	0	0	0	1	0	0	0	0	យូរ
tart	0	0	0	0	0	0	0	0	0	0	tart
tartan	0	0	0	0	0	0	0	0	0	0	tartan
tartar	0	0	0	0	0	0	0	0	0	0	tartar
task	0	0	0	0	0	0	1	0	0	0	ភារកិច្ច
tassel	0	0	0	0	0	0	0	0	0	0	រំយោល។
taste	0	0	0	0	0	0	0	0	0	0	រសជាតិ
tasteful	0	0	0	0	0	0	1	0	0	0	រសជាតិ
tasteless	0	0	1	0	0	1	0	0	0	0	គ្មានរសជាតិ
tasting	0	0	0	0	0	0	0	0	0	0	ភ្លក់
tasty	0	0	0	0	0	0	1	0	0	0	ហ៊ាន
tat	0	0	0	0	0	0	0	0	0	0	តាត
tattoo	0	0	0	0	0	0	0	0	0	0	សាក់
taught	0	0	0	0	0	0	0	0	0	1	បង្រៀន
taunt	1	0	0	1	0	1	0	1	0	0	តិះដៀល
taut	0	0	0	0	0	0	0	0	0	0	តឹង
tavern	0	0	0	0	0	0	0	0	0	0	tavern
tawny	0	0	1	0	0	0	0	0	0	0	ស្លេក
tax	0	0	0	0	0	1	0	1	0	0	ពន្ធ
taxicab	0	0	0	0	0	0	0	0	0	0	តាក់ស៊ី
taxonomy	0	0	0	0	0	0	0	0	0	0	វចនានុក្រម
tea	0	0	0	0	0	0	0	0	0	0	តែ
teach	0	0	0	0	1	0	1	0	1	1	បង្រៀន
teacher	0	0	0	0	0	0	1	0	0	1	គ្រូ
teaching	0	0	0	0	0	0	0	0	0	0	ការបង្រៀន
team	0	0	0	0	0	0	0	0	0	1	ក្រុម
tearful	0	0	1	1	0	0	0	1	0	0	ទឹកភ្នែក
tease	1	1	0	0	0	1	0	1	0	0	លេងសើច
teaser	0	0	0	0	0	0	0	0	0	0	ឈុតខ្លីៗ
teasing	1	0	0	1	0	1	0	0	0	0	ការលេងសើច
teat	0	0	0	0	0	0	0	0	0	0	ដើមទ្រូង
technical	0	0	0	0	0	0	0	0	0	0	បច្ចេកទេស
technicality	0	0	0	0	0	0	0	0	0	0	បច្ចេកទេស
technician	0	0	0	0	0	0	0	0	0	0	អ្នកបច្ចេកទេស
technology	0	0	0	0	0	0	1	0	0	0	បច្ចេកវិទ្យា
ted	0	0	0	0	0	0	0	0	0	0	ted
tedious	0	0	0	0	0	1	0	0	0	0	ធុញទ្រាន់
tedium	0	0	0	0	0	1	0	0	0	0	ធុញទ្រាន់
teeming	0	0	1	0	0	0	0	0	0	0	ពេញ
teens	0	0	0	0	0	1	1	0	0	0	ក្មេង​ជំទង់
teeth	0	0	0	0	0	0	0	0	0	0	ធ្មេញ
teflon	0	0	0	0	0	0	0	0	0	0	តេហ្វឡុង
telegram	0	0	0	0	0	0	0	0	0	0	ទូរលេខ
telegraph	0	0	0	0	0	0	0	0	0	0	ទូរលេខ
telephone	0	0	0	0	0	0	0	0	0	0	ទូរស័ព្ទ
telescope	0	0	0	0	0	0	0	0	0	0	តេឡេស្កុប
telescopic	0	0	0	0	0	0	0	0	0	0	កែវពង្រីក
television	0	0	0	0	0	0	0	0	0	0	ទូរទស្សន៍
teller	0	0	0	0	0	0	0	0	0	0	អ្នកប្រាប់
telling	0	0	0	0	0	0	0	0	0	0	ប្រាប់
telltale	0	0	0	0	0	0	0	0	0	0	រឿងនិទាន
temper	0	0	0	0	0	0	0	0	0	0	កំហឹង
tempera	0	0	0	0	0	0	0	0	0	0	សីតុណ្ហភាព
temperament	0	0	0	0	0	0	0	0	0	0	និស្ស័យ
temperance	0	0	0	0	0	0	1	0	0	0	ភាពអត់ធ្មត់
temperate	0	0	0	0	0	0	0	0	0	1	សីតុណ្ហភាព
temperature	0	0	0	0	0	0	0	0	0	0	សីតុណ្ហភាព
tempered	0	0	0	0	0	0	1	0	0	0	ក្តៅ
tempest	1	1	0	1	0	1	0	1	1	0	ខ្យល់ព្យុះ
temple	0	0	0	0	0	0	0	0	0	0	ប្រាសាទ
temporal	0	0	0	0	0	0	0	0	0	0	ខាងសាច់ឈាម
temporarily	0	0	0	0	0	0	0	0	0	0	ជាបណ្តោះអាសន្ន
temporary	0	0	0	0	0	0	0	0	0	0	បណ្តោះអាសន្ន
tempt	0	0	0	0	0	0	0	0	0	0	ល្បួង
temptation	0	0	0	0	0	1	0	0	0	0	ការល្បួង
tempting	0	0	0	0	0	0	0	0	0	0	ល្បួង
ten	0	0	0	0	0	0	0	0	0	0	ដប់
tenable	0	0	0	0	0	0	1	0	0	0	អាចទ្រាំទ្របាន។
tenacious	0	0	0	0	0	0	1	0	0	0	អត់ធ្មត់
tenacity	0	0	0	0	0	0	1	0	0	0	ភាពអត់ធ្មត់
tenancy	0	0	0	0	0	0	1	0	0	0	ការជួល
tenant	0	0	0	0	0	0	1	0	0	0	អ្នក​ជួល
tendency	0	0	0	0	0	0	0	0	0	0	ទំនោរ
tender	0	0	0	0	1	0	1	0	0	1	ដេញថ្លៃ
tenderness	0	0	0	0	1	0	1	0	0	0	ភាពទន់ភ្លន់
tending	0	0	0	0	0	0	0	0	0	0	ទំនោរ
tendon	0	0	0	0	0	0	0	0	0	0	សរសៃពួរ
tenement	0	0	0	0	0	1	0	0	0	0	អាគារ
tenet	0	0	0	0	0	0	0	0	0	0	គោលការណ៍
tenets	0	0	0	0	0	0	0	0	0	0	គោលការណ៍
tenfold	0	0	0	0	0	0	0	0	0	0	ដប់ដង
tennis	0	0	0	0	0	0	0	0	0	0	កីឡាវាយកូនបាល់
tense	0	0	0	0	0	0	0	0	0	0	តានតឹង
tensile	0	0	0	0	0	0	0	0	0	0	tensile
tension	1	0	0	0	0	0	0	0	0	0	ភាពតានតឹង
tent	0	0	0	0	0	0	0	0	0	0	តង់
tentacle	0	0	0	0	0	0	0	0	0	0	តង់
tentative	0	0	0	0	0	0	0	0	0	0	បណ្តោះអាសន្ន
tenth	0	0	0	0	0	0	0	0	0	0	ទីដប់
tenths	0	0	0	0	0	0	0	0	0	0	ភាគដប់
tenuous	0	0	0	0	0	0	0	0	0	0	តឹងតែង
tenure	0	0	0	0	0	0	0	0	0	0	ការកាន់កាប់
tepid	0	0	0	0	0	0	0	0	0	0	ក្តៅ
term	0	0	0	0	0	0	0	0	0	0	រយៈពេល
terminal	0	0	0	1	0	1	0	1	0	0	ស្ថានីយ
terminate	0	0	0	0	0	0	0	1	0	0	បញ្ចប់
termination	0	0	0	0	0	1	0	1	0	0	ការបញ្ចប់
terminus	0	0	0	0	0	0	0	0	0	0	ស្ថានីយ
termite	0	0	1	0	0	1	0	0	0	0	សត្វល្អិត
terms	0	0	0	0	0	0	0	0	0	0	លក្ខខណ្ឌ
tern	0	0	0	0	0	0	0	0	0	0	tern
ternary	0	0	0	0	0	0	0	0	0	0	ternary
terrace	0	0	0	0	0	0	0	0	0	0	រាបស្មើ
terrestrial	0	0	0	0	0	0	0	0	0	0	ដីគោក
terrible	1	0	1	1	0	1	0	1	0	0	ដ៏គួរឱ្យភ័យខ្លាច
terribly	0	0	0	0	0	0	0	1	0	0	យ៉ាង​ខ្លាំង
terrier	0	0	0	0	0	0	0	0	0	0	terrier
terrific	0	0	0	0	0	0	0	1	0	0	អស្ចារ្យ
territorial	0	0	0	0	0	0	0	0	0	0	ទឹកដី
territory	0	0	0	0	0	0	0	0	0	0	ទឹកដី
terror	0	0	0	1	0	1	0	0	0	0	ភេរវកម្ម
terrorism	1	0	1	1	0	1	0	1	0	0	ភេរវកម្ម
terrorist	1	0	1	1	0	1	0	1	1	0	ភេរវករ
terrorize	1	0	0	1	0	1	0	1	0	0	ភេរវករ
terse	0	0	0	0	0	0	0	0	0	0	terse
tertiary	0	0	0	0	0	0	0	0	0	0	ឧត្តមសិក្សា
test	0	0	0	0	0	0	0	0	0	0	សាកល្បង
testament	0	1	0	0	0	0	0	0	0	1	សក្ខីកម្ម
testify	0	0	0	0	0	0	0	0	0	0	ថ្លែងទីបន្ទាល់
testimonial	0	0	0	0	0	0	0	0	0	0	សក្ខីកម្ម
testimony	0	0	0	0	0	0	0	0	0	1	ទីបន្ទាល់
tetanus	0	0	1	0	0	1	0	0	0	0	តេតាណូស
tether	0	0	0	0	0	1	0	0	0	0	ចង
tethered	0	0	0	0	0	0	0	0	0	0	បានភ្ជាប់
tetrahedral	0	0	0	0	0	0	0	0	0	0	tetrahedral
text	0	0	0	0	0	0	0	0	0	0	អត្ថបទ
textbook	0	0	0	0	0	0	0	0	0	0	សៀវភៅសិក្សា
textile	0	0	0	0	0	0	0	0	0	0	វាយនភណ្ឌ
textural	0	0	0	0	0	0	0	0	0	0	វាយនភាព
texture	0	0	0	0	0	0	0	0	0	0	វាយនភាព
thankful	0	0	0	0	1	0	1	0	0	0	អរគុណ
thanksgiving	0	0	0	0	1	0	1	0	0	0	អរព្រះគុណ
thatch	0	0	0	0	0	0	0	0	0	0	ថាំ
thaw	0	0	0	0	0	0	0	0	0	0	រលាយ
theater	0	0	0	0	0	0	0	0	0	0	ល្ខោន
theatrical	0	0	0	0	0	0	0	0	0	0	ល្ខោន
theft	1	0	1	1	0	1	0	1	0	0	ចោរកម្ម
theism	0	0	1	0	0	1	0	0	0	0	លទ្ធិនិយម
theistic	0	0	0	0	0	0	0	0	0	0	ទ្រឹស្ដី
theme	0	0	0	0	0	0	0	0	0	0	ប្រធានបទ
theocracy	0	0	0	0	0	0	0	0	0	0	លទ្ធិប្រជាធិបតេយ្យ
theocratic	1	0	0	1	0	1	0	1	0	1	ទ្រឹស្ដី
theologian	0	0	0	0	0	0	0	0	0	0	វិទូ
theological	0	0	0	0	0	0	0	0	0	1	ទ្រឹស្ដី
theology	0	1	0	0	0	0	0	0	0	0	ទ្រឹស្ដី
theorem	0	0	0	0	0	0	0	0	0	1	ទ្រឹស្តីបទ
theoretical	0	0	0	0	0	0	1	0	0	0	ទ្រឹស្ដី
theory	0	1	0	0	0	0	0	0	0	1	ទ្រឹស្តី
therapeutic	0	0	0	0	1	0	1	0	0	1	ព្យាបាល
therapeutics	0	0	0	0	0	0	1	0	0	0	ការព្យាបាល
thereabouts	0	0	0	0	0	0	0	0	0	0	អំពី
thereof	0	0	0	0	0	0	0	0	0	0	វា។
therewith	0	0	0	0	0	0	0	0	0	0	ជាមួយ
thermal	0	0	0	0	0	0	0	0	0	0	កម្ដៅ
thermocouple	0	1	0	0	0	0	0	0	0	0	thermocouple
thermodynamics	0	0	0	0	0	0	0	0	0	0	ទែរម៉ូឌីណាមិក
thermometer	0	0	0	0	0	0	0	0	0	1	ទែម៉ូម៉ែត្រ
thermostat	0	0	0	0	0	0	0	0	0	0	ទែម៉ូស្តាត
thesaurus	0	0	0	0	0	0	0	0	0	0	វចនានុក្រម
thesis	0	0	0	0	0	0	0	0	0	0	និក្ខេបបទ
thick	0	0	0	0	0	0	0	0	0	0	ក្រាស់
thicken	0	0	0	0	0	0	0	0	0	0	ក្រាស់
thickening	0	0	0	0	0	0	0	0	0	0	ការឡើងក្រាស់
thicket	0	0	0	0	0	0	0	0	0	0	ក្រាស់
thickness	0	0	0	0	0	0	0	0	0	0	កម្រាស់
thief	1	0	1	1	0	1	0	1	1	0	ចោរ
thimble	0	0	0	0	0	0	0	0	0	0	ដៃអាវ
thin	0	0	0	0	0	0	0	0	0	0	ស្តើង
thing	0	0	0	0	0	0	0	0	0	0	រឿង
things	0	0	0	0	0	0	0	0	0	0	វត្ថុ
thinker	0	0	0	0	0	0	1	0	0	0	អ្នកគិត
thinking	0	0	0	0	0	0	0	0	0	0	ការគិត
thirds	0	0	0	0	0	0	0	0	0	0	ទីបី
thirst	0	1	0	0	0	0	0	1	1	0	ស្រេកទឹក
thirsty	0	0	0	0	0	1	0	0	0	0	ស្រេក
thirteen	0	0	0	0	0	0	0	0	0	0	ដប់បី
thirteenth	0	0	0	1	0	0	0	0	0	0	ទីដប់បី
thistle	0	0	0	0	0	0	0	0	0	0	thistle
thither	0	0	0	0	0	0	0	0	0	0	ទីនោះ
thong	0	0	0	0	0	0	0	0	0	0	ថុង
thorn	0	0	0	0	0	1	0	0	0	0	បន្លា
thorny	0	0	0	1	0	1	0	0	0	0	បន្លា
thoroughbred	0	0	0	0	0	0	1	0	0	0	ពូជពង្ស
thoroughfare	0	0	0	0	0	0	0	0	0	0	ផ្លូវថ្នល់
thought	0	1	0	0	0	0	0	0	0	0	គំនិត
thoughtful	0	0	0	0	0	0	1	0	0	1	គិតគូរ
thoughtfulness	0	0	0	0	0	0	1	0	0	0	ការគិតគូរ
thoughtless	1	0	1	0	0	1	0	0	0	0	មិនគិត
thoughts	0	0	0	0	0	0	0	0	0	0	គំនិត
thousand	0	0	0	0	0	0	0	0	0	0	ពាន់
thrash	1	0	1	1	0	1	0	1	0	0	ជះ
thread	0	0	0	0	0	0	0	0	0	0	ខ្សែស្រឡាយ
threat	1	0	0	1	0	1	0	0	0	0	ការគំរាមកំហែង
threaten	1	1	0	1	0	1	0	0	0	0	គំរាមកំហែង
threatening	1	0	1	1	0	1	0	0	0	0	ការគំរាមកំហែង
threefold	0	0	0	0	0	0	0	0	0	0	បីដង
thresh	1	0	0	1	0	1	0	1	0	0	ស្មៅ
threshold	0	0	0	0	0	0	0	0	0	0	កម្រិត
thrice	0	0	0	0	0	0	0	0	0	0	បីដង
thrift	0	0	1	0	0	0	1	0	0	1	សន្សំសំចៃ
thrifty	0	0	0	0	0	0	0	0	0	0	សន្សំសំចៃ
thrill	0	1	0	1	1	0	1	0	1	0	រំភើប
thrilling	0	1	0	0	1	0	1	0	1	0	រំភើប
thriving	0	1	0	0	1	0	1	0	0	0	រីកចម្រើន
throat	0	0	0	0	0	0	0	0	0	0	បំពង់ក
throb	0	0	0	1	0	1	0	1	0	0	បំពង់ក
throbbing	0	0	0	0	0	0	0	0	0	0	ញ័រ
throne	0	0	0	0	0	0	1	0	0	1	បល្ល័ង្ក
throng	0	0	0	0	0	0	0	0	0	0	ហ្វូង
throttle	1	0	0	0	0	1	0	0	0	0	បិទបើក
throw	0	0	0	0	0	0	0	0	0	0	បោះ
thrush	0	0	0	0	0	0	0	0	0	0	ផ្សិត
thrust	0	0	0	0	0	0	0	0	0	0	រុញ
thud	0	0	0	0	0	0	0	0	0	0	សំឡេង
thug	1	0	1	1	0	1	0	0	0	0	ចោរ
thumb	0	0	0	0	0	0	0	0	0	0	មេដៃ
thump	1	0	0	0	0	1	0	0	0	0	មេដៃ
thumping	0	0	0	1	0	0	0	0	0	0	ដុំពក
thunder	0	0	0	0	0	0	0	0	0	0	ផ្គរលាន់
thunderbolt	0	0	0	0	0	0	0	0	0	0	ផ្គរលាន់
thundering	1	0	0	1	0	1	0	0	0	0	ផ្គរលាន់
thunderstorm	0	0	0	0	0	0	0	0	0	0	ព្យុះផ្គររន្ទះ
thwart	0	0	0	0	0	1	0	0	1	0	រារាំង
thyme	0	0	0	0	0	0	0	0	0	0	thyme
tiara	0	0	0	0	0	0	0	0	0	0	tiara
tick	0	0	0	0	0	0	0	0	0	0	ធីក
ticker	0	0	0	0	0	0	0	0	0	0	សំបុត្រ
ticket	0	0	0	0	0	0	0	0	0	0	សំបុត្រ
tickle	0	1	0	0	1	0	1	0	1	1	ធីក
ticklish	0	0	0	0	0	0	0	0	0	0	ញាក់សាច់
tidal	0	0	0	0	0	0	0	0	0	0	ជំនោរ
tidbit	0	0	0	0	0	0	0	0	0	0	ជំនោរ
tide	0	0	0	0	0	0	0	0	0	0	ជំនោរ
tidings	0	0	0	0	0	0	0	0	0	0	ដំណឹង
tie	0	0	0	0	0	0	0	0	0	0	ចង
tier	0	0	0	0	0	0	0	0	0	0	ថ្នាក់
tiff	1	0	0	0	0	1	0	0	0	0	ទិព្វ
tiger	0	0	0	0	0	0	0	0	0	0	ខ្លា
tighten	1	0	0	0	0	0	0	0	0	0	រឹតបន្តឹង
tightness	0	0	0	0	0	0	0	0	0	0	ភាព​តឹង
tights	0	0	0	0	0	0	0	0	0	0	ខោ
tilde	0	0	0	0	0	0	0	0	0	0	tilde
tile	0	0	0	0	0	0	0	0	0	0	ក្បឿង
tiling	0	0	0	0	0	0	1	0	0	0	ការដាក់ក្បឿង
till	0	0	0	0	0	0	0	0	0	0	រហូតដល់
tillage	0	0	0	0	0	0	0	0	0	0	ការភ្ជួររាស់
tiller	0	0	0	0	0	0	0	0	0	0	អ្នកស្រែ
tilt	0	0	0	0	0	0	0	0	0	0	លំអៀង
tilting	0	0	0	0	0	0	0	0	0	0	លំអៀង
timber	0	0	0	0	0	0	0	0	0	0	ឈើ
timberland	0	0	0	0	0	0	0	0	0	0	ដីឈើ
timbre	0	0	0	0	0	0	0	0	0	0	ឈើ
time	0	1	0	0	0	0	0	0	0	0	ពេលវេលា
timeliness	0	0	0	0	0	0	0	0	0	0	ភាពទាន់ពេលវេលា
timely	0	0	0	0	0	0	1	0	0	0	ទាន់ពេល
timepiece	0	0	0	0	0	0	0	0	0	0	នាឡិកាដៃ
