English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Myanmar-Burmese Word
sunset	0	1	0	0	0	0	1	0	0	0	နေဝင်ချိန်
sunshine	0	0	0	0	1	0	1	0	0	0	နေရောင်ခြည်
superannuation	0	0	0	0	0	0	0	0	0	0	သက်ပြည့်
superb	0	0	0	0	0	0	1	0	0	0	အရမ်းကောင်းတဲ့
superficial	0	0	0	0	0	1	0	0	0	0	အပေါ်ယံ
superfluous	0	0	0	0	0	1	0	0	0	0	ပြောစရာမလိုပါဘူး။
superhuman	0	0	0	0	0	0	1	0	0	0	ဒိဗ္ဗ
superimposed	0	0	0	0	0	0	0	0	0	0	superimposed
superintendent	0	0	0	0	0	0	0	0	0	0	အုပ်ကြီး
superior	0	0	0	0	0	0	1	0	0	0	သာလွန်သည်။
superiority	0	0	0	0	0	0	1	0	0	0	သာလွန်မှု
superlative	0	0	0	0	0	0	0	0	0	0	superlative
superman	0	0	0	0	1	0	1	0	0	1	စူပါမင်း
supermarket	0	0	0	0	0	0	0	0	0	0	စူပါမားကတ်
supernatant	0	0	0	0	0	0	0	0	0	0	supernatant
supernatural	0	0	0	0	0	0	0	0	0	0	သဘာဝလွန်
superposition	0	0	0	0	0	0	0	0	0	0	superposition
supersede	0	0	0	0	0	0	0	0	0	0	အစားထိုး
superstar	0	0	0	0	1	0	1	0	0	1	စူပါစတား
superstition	0	0	0	1	0	1	1	0	0	0	အယူသီးမှု
superstitious	0	1	0	1	0	1	0	0	0	0	အယူသီးသော
supervise	0	0	0	0	0	0	0	0	0	0	ကြီးကြပ်သည်
supervision	0	0	0	0	0	0	0	0	0	0	ကြီးကြပ်ကြည့်ရှုခြင်း
supervisor	0	0	0	0	0	0	0	0	0	0	အဲ့ဒီတော့
supper	0	0	0	0	0	0	0	0	0	0	ညစာ
supplant	0	0	0	0	0	0	0	0	0	0	အစားထိုး
supple	0	0	0	0	0	0	0	0	0	0	ပျော့ပျောင်း
supplement	0	0	0	0	0	0	0	0	0	0	ဖြည့်စွက်စာ
supplemental	0	0	0	0	0	0	0	0	0	0	ဖြည့်စွက်
supplementary	0	0	0	0	0	0	0	0	0	0	ဖြည့်စွက်
supplication	0	0	0	0	0	0	1	0	0	1	အသနားခံခြင်း။
supplies	0	0	0	0	0	0	1	0	0	0	အထောက်အပံ့များ
supply	0	0	0	0	0	0	1	0	0	0	ထောက်ပံ့ရေး
supported	0	0	0	0	0	0	1	0	0	0	ထောက်ခံသည်။
supporter	0	0	0	0	1	0	1	0	0	1	ထောက်ခံသူ
supporters	0	0	0	0	0	0	0	0	0	0	ထောက်ခံသူများ
supporting	0	0	0	0	0	0	1	0	0	1	ထောက်ခံသည်။
suppose	0	0	0	0	0	0	0	0	0	0	ဆိုပါစို့
supposing	0	0	0	0	0	0	0	0	0	0	ယူဆသည်။
supposition	0	0	0	0	0	0	0	0	0	0	ယူဆချက်
suppress	1	0	0	1	0	1	0	1	0	0	ဖိနှိပ်သည်။
suppression	1	0	1	1	0	1	0	0	0	0	နှိမ်နှင်းခြင်း။
supremacy	1	1	0	1	1	1	1	0	1	1	ရာထူးကြီးခြင်း။
supreme	0	0	0	0	0	0	1	0	0	0	အဓိပတိ
supremely	0	0	0	0	0	0	1	0	0	0	လွန်ကဲသော
surcharge	1	0	0	0	0	1	0	0	0	0	အပိုကြေး
surety	0	0	0	0	0	0	1	0	0	1	သေချာသည်။
surf	0	0	0	0	0	0	0	0	0	0	ရေလှိုင်း
surface	0	0	0	0	0	0	0	0	0	0	မျက်နှာပြင်
surge	0	0	0	0	0	0	0	0	1	0	ရေလှိုင်း
surgeon	0	0	0	0	0	0	0	0	0	0	ခွဲစိတ်ဆရာဝန်
surgery	0	0	0	1	0	0	0	1	0	0	ခွဲစိတ်မှု
surly	1	0	1	0	0	1	0	0	0	0	အံ့ဩစရာ
surmise	0	0	0	0	0	0	1	0	0	0	မှန်းဆ
surname	0	0	0	0	0	0	0	0	0	0	မျိုးရိုးအမည်
surpassing	0	0	0	0	0	0	1	0	0	0	ကျော်တက်သည်။
surplus	0	0	0	0	0	0	0	0	0	0	ပိုလျှံသည်။
surprise	0	0	0	1	1	0	1	0	1	0	အံ့အားသင့်စရာ
surprised	0	0	0	0	0	0	0	0	1	0	အံ့သြ
surprising	0	0	0	0	0	0	0	0	1	0	အံ့သြစရာ
surprisingly	0	1	0	0	0	0	0	0	1	0	အံ့သြစရာ
surrender	0	0	0	1	0	1	0	1	0	0	လက်မြှောက်
surrendering	0	0	0	0	0	1	0	1	0	0	လက်နက်ချခြင်း။
surrogate	0	0	0	0	0	0	0	0	0	1	အငှားချ
surround	0	1	0	0	0	1	1	0	0	0	ဝန်းရံ
surrounding	0	0	0	0	0	0	0	0	0	0	ပတ်ဝန်းကျင်
surroundings	0	0	0	0	0	0	0	0	0	0	ပတ်ဝန်းကျင်
surveillance	0	0	0	1	0	0	0	0	0	0	စောင့်ကြည့်ရေး
survey	0	0	0	0	0	0	0	0	0	0	စစ်တမ်း
surveying	0	0	0	0	0	0	1	0	0	0	စစ်တမ်းကောက်ယူခြင်း။
surveyor	0	0	0	0	0	0	0	0	0	0	စစ်တမ်းသမား
survival	0	0	0	0	0	0	0	0	0	0	ရှင်သန်မှု
survive	0	0	0	0	0	0	1	0	0	0	ရှင်သန်ပါ။
surviving	0	0	0	0	0	0	0	0	0	0	ရှင်သန်ခြင်း။
susceptibility	0	0	0	0	0	0	0	0	0	0	ဖြစ်ပေါ်နိုင်မှု
susceptible	0	0	0	0	0	1	0	0	0	0	ဖြစ်စရာ
suspect	0	0	0	1	0	1	0	0	0	0	သံသယ
suspected	0	0	0	0	0	0	0	0	0	0	သံသယ
suspend	0	0	0	0	0	0	0	0	0	0	ဆိုင်းငံ့
suspended	0	0	0	0	0	0	0	0	0	0	ဆိုင်းငံ့ထားသည်။
suspenders	0	0	0	0	0	0	0	0	0	0	supenders
suspense	0	1	0	1	0	0	0	0	1	0	သည်းထိတ်ရင်ဖိုစရာ
suspension	0	0	0	1	0	1	0	0	0	0	suspension
suspicion	0	0	0	1	0	1	0	0	0	0	သံသယ
suspicions	0	0	0	0	0	0	0	0	0	0	သံသယများ
suspicious	1	1	0	0	0	1	0	0	0	0	သံသယဖြစ်ဖွယ်
sustained	0	0	0	0	0	0	0	0	0	0	တည်တံ့သည်။
sustenance	0	0	0	0	0	0	0	0	0	0	ဝမ်းရေး
suture	0	0	0	0	0	0	0	0	0	0	ချုပ်ရိုး
swab	0	0	0	0	0	1	0	0	0	0	swab
swag	0	0	0	0	0	0	0	0	0	0	ခိုးရာပါပစ္စည်း
swagger	0	0	0	0	0	0	0	0	0	0	ရင်ကော့ပါ။
swallow	0	0	0	0	0	0	0	0	0	0	မြို
swamp	0	0	1	1	0	1	0	0	0	0	စိမ့်
swamped	0	0	0	0	0	0	0	0	0	0	နစ်မြုပ်
swampy	0	0	1	1	0	1	0	0	0	0	ရွှံ့
swan	0	0	0	0	0	0	0	0	0	0	ငန်း
swap	0	0	0	0	0	0	0	0	0	0	လဲလှယ်ပါ။
swarm	0	0	1	0	0	0	0	0	0	0	ဝိုင်းအုံ
swarming	0	0	0	0	0	0	0	0	0	0	ခြေချင်းလိမ်
swastika	1	0	0	1	0	1	0	0	0	0	swastika
sway	0	0	0	0	0	0	0	0	0	0	ယိမ်း
swear	0	0	0	0	0	0	1	0	0	1	ကျိန်ဆိုသည်
swearing	0	0	0	0	0	0	0	0	0	0	ကျိန်ဆိုခြင်း။
sweat	0	0	0	1	0	0	0	0	0	0	ချွေး
sweater	0	0	0	0	0	0	0	0	0	0	ဆွယ်တာအင်္ကျီ
sweating	0	0	0	0	0	0	0	0	0	0	ချွေးထွက်ခြင်း။
sweep	0	0	0	0	0	0	0	0	0	0	လှည်း
sweeping	0	0	0	0	0	0	0	0	0	0	ကြီးနဲ့
sweet	0	1	0	0	1	0	1	0	1	1	ချိုမြိန်
sweeten	0	0	0	0	0	0	0	0	0	0	ချိုသည်။
sweetened	0	0	0	0	0	0	0	0	0	0	အချို
sweetener	0	0	0	0	0	0	0	0	0	0	အချိုဓာတ်
sweetheart	0	1	0	0	1	0	1	1	0	1	ချစ်လေး
sweetie	0	0	0	0	0	0	1	0	0	0	ချစ်လေး
sweetness	0	0	0	0	0	0	1	0	0	0	ချိုမြိန်ခြင်း
sweets	0	1	0	0	1	0	1	0	0	0	ချိုချဉ်
swell	0	0	0	0	0	0	0	0	0	0	ဖောင်းသည်။
swelling	0	0	0	1	0	1	0	0	0	0	ရောင်ရမ်းခြင်း။
sweltering	0	0	0	0	0	0	0	0	0	0	ပူပူနွေးနွေး
swerve	0	0	0	1	0	0	0	0	1	0	ကွေ့သည်။
swift	0	0	0	0	0	0	1	0	0	0	လျင်မြန်သည်။
swiftly	0	0	0	0	0	0	0	0	0	0	အလျင်အမြန်
swig	0	0	1	0	0	1	0	0	0	0	မော့
swim	0	1	0	1	1	0	1	0	0	0	ရေကူး
swimming	0	0	0	0	0	0	0	0	0	0	ရေကူး
swine	0	0	1	0	0	1	0	0	0	0	ဝက်
swing	0	0	0	0	0	0	0	0	0	0	လွှဲ
swinging	0	0	0	0	0	0	0	0	0	0	လွှဲခြင်း။
swish	0	0	0	0	0	0	0	0	0	0	swish
switch	0	0	0	0	0	0	0	0	0	0	ပြောင်း
swivel	0	0	0	0	0	0	0	0	0	0	ဆုံလည်
swollen	0	0	0	0	0	1	0	0	0	0	ရောင်ရမ်းခြင်း။
swoon	0	0	0	0	0	0	0	0	0	0	swoon
swoop	0	0	0	0	0	0	0	0	0	0	တရှိန်ထိုး
sword	0	0	0	0	0	0	0	0	0	0	ဓား
syllable	0	0	0	0	0	0	0	0	0	0	ဝဏ္ဏ
syllabus	0	0	0	0	0	0	0	0	0	0	သင်ရိုးမာတိကာ
symbol	0	0	0	0	0	0	0	0	0	0	သင်္ကေတ
symbolic	0	0	0	0	0	0	1	0	0	0	သင်္ကေတ
symbolically	0	0	0	0	0	0	0	0	0	0	သင်္ကေတ
symbolism	0	0	0	0	0	0	0	0	0	0	သင်္ကေတ
symbolize	0	0	0	0	0	0	0	0	0	0	သင်္ကေတ
symmetric	0	0	0	0	0	0	0	0	0	0	အချိုးကျသည်။
symmetrical	0	0	0	0	0	0	1	0	0	0	အချိုးကျသော
symmetry	0	0	0	0	1	0	1	0	0	1	အချိုးကျသည်။
sympathetic	0	0	0	1	1	0	1	1	0	1	ကိုယ်ချင်းစာတယ်။
sympathize	0	0	0	0	0	0	0	1	0	0	စာနာပါ။
sympathy	0	0	0	0	0	0	1	1	0	0	ကိုယ်ချင်းစာ
symphony	0	1	0	0	1	0	1	0	0	0	ဆင်ဖိုနီ
symptom	0	0	0	0	0	1	0	0	0	0	ရောဂါလက္ခဏာ
symptomatic	0	0	0	0	0	0	0	0	0	0	ရောဂါလက္ခဏာ
synagogue	0	0	0	0	0	0	0	0	0	0	တရားဇရပ်
synchronize	0	1	0	0	1	0	1	0	1	1	ထပ်တူပြုပါ။
synchronous	0	0	0	0	0	0	0	0	0	0	synchronous
syncope	0	0	0	1	0	1	0	1	1	0	syncope
syndicate	0	0	0	0	0	0	0	0	0	0	စုစည်းမှု
synergistic	0	0	0	0	0	0	1	0	0	1	ညှိနှိုင်းမှု
synergy	0	0	0	0	0	0	0	0	0	0	ပေါင်းစပ်မှု
synod	0	0	0	0	0	0	1	0	0	1	သင်္ဂါယနာ
synonym	0	0	0	0	0	0	0	0	0	0	အဓိပ္ပါယ်တူ
synonymous	0	0	0	1	0	1	1	0	0	1	ပြောရလျှင်
synopsis	0	0	0	0	0	0	0	0	0	0	အတိုချုပ်
synoptic	0	0	0	0	0	0	0	0	0	0	synoptic
syntax	0	0	0	0	0	0	0	0	0	0	အထားအသို
synthesis	0	0	0	0	0	0	0	0	0	0	ပေါင်းစပ်မှု
synthetic	0	0	0	0	0	0	0	0	0	0	ဓာတုပစ္စည်း
syringe	0	0	0	1	0	0	0	0	0	0	ပြွတ်
syrup	0	0	0	0	0	0	0	0	0	0	ရည်
system	0	0	0	0	0	0	0	0	0	1	စနစ်
systematic	0	0	0	0	0	0	0	0	0	0	စနစ်တကျ
systematically	0	0	0	0	0	0	0	0	0	0	စနစ်တကျ
tabby	0	0	0	0	0	0	0	0	0	0	တက်ဘ်ဘီ
tabernacle	0	0	0	0	0	0	0	0	0	0	တဲတော်
table	0	0	0	0	0	0	0	0	0	0	စားပွဲ
tableau	0	0	0	0	0	0	0	0	0	0	ရုပ်သေ
tablespoon	0	0	0	0	0	0	0	0	0	0	ဇွန်း
tablet	0	0	0	0	0	0	0	0	0	0	တက်ဘလက်
tableware	0	0	0	0	0	0	0	0	0	0	ပန်းကန်ခွက်ယောက်
taboo	0	0	1	1	0	1	0	0	0	0	တားမြစ်ချက်
tabular	0	0	0	0	0	0	0	0	0	0	ဇယား
tabulate	0	1	0	0	0	0	0	0	0	0	ဇယားကွက်
tabulation	0	0	0	0	0	0	0	0	0	0	tabulation
tachometer	0	0	0	0	0	0	0	0	0	0	တာတိုမီတာ
tacit	0	0	0	0	0	0	0	0	0	0	တိတ်တိတ်ဆိတ်ဆိတ်
tack	0	0	0	0	0	0	0	0	0	0	ခြစ်
tackle	1	0	0	0	0	0	0	0	1	0	ကိုင်တွယ်ဖြေရှင်း
tackling	0	0	0	0	0	0	0	0	0	0	ယူငင်သုံးစွဲခြင်း။
tacky	0	0	0	0	0	0	0	0	0	0	သန်မာသော
tact	0	0	0	0	0	0	1	0	0	0	အကင်းပါးသည်။
tactics	0	0	0	1	0	0	0	0	0	1	နည်းပရိယာယ်
tactile	0	0	0	0	0	0	0	0	0	0	ဖောဋ္ဌဗ္ဗာရုံ
taffeta	0	0	0	0	0	0	0	0	0	0	taffeta
taffy	0	0	0	0	0	0	0	0	0	0	taffy
tag	0	0	0	0	0	0	0	0	0	0	tag
tail	0	0	0	0	0	0	0	0	0	0	အမြီး
tailed	0	0	0	0	0	0	0	0	0	0	အမြီး
tailings	0	0	0	0	0	0	0	0	0	0	ဗြုန်း
tailor	0	0	0	0	0	0	0	0	0	0	အပ်ချုပ်ဆိုင်
tailoring	0	0	0	0	0	0	0	0	0	0	စက်ချုပ်
taint	0	0	0	0	0	1	0	1	0	0	မသိုးမသန့်
taker	0	0	0	0	0	0	0	0	0	0	ယူသူ
tale	0	0	0	0	0	0	1	0	0	0	ပုံပြင်
talent	0	0	0	0	0	0	1	0	0	0	ပါရမီ
talented	0	0	0	0	0	0	0	0	0	0	ထက်မြက်သည်။
talisman	0	0	0	0	0	0	1	0	0	0	ကမ္ပည်း
talk	0	0	0	0	0	0	1	0	0	0	စကားပြော
talkative	0	0	0	0	0	0	0	0	0	0	စကားပြောတတ်သော
talker	0	0	0	0	0	0	0	0	0	0	စကားပြောသူ
tall	0	0	0	0	0	0	0	0	0	0	အရပ်ရှည်တယ်။
tallies	0	0	0	0	0	0	0	0	0	0	စာရင်းဇယားများ
tallow	0	0	0	0	0	0	0	0	0	0	အမြင့်
tally	0	0	0	0	0	0	0	0	0	0	တာလီ
talons	1	0	0	1	0	1	0	0	0	0	လက်တံများ
tambourine	0	0	0	0	0	0	0	0	0	0	ပတ်သာ
taming	0	0	0	0	0	0	0	0	0	0	ယဉ်ပါးခြင်း။
tan	0	0	0	0	0	0	0	0	0	0	အသားရောင်
tandem	0	0	0	0	0	0	0	0	0	1	ခုနက
tang	0	0	0	0	0	0	0	0	0	0	တန်
tangent	0	0	0	0	0	0	0	0	0	0	tangent
tangle	0	0	0	0	0	0	0	0	0	0	အရှုပ်အထွေး
tangled	0	0	0	0	0	1	0	0	0	0	ရှုပ်ယှက်ခတ်နေသည်။
tank	0	0	0	0	0	0	0	0	0	0	တင့်ကား
tanned	0	0	0	0	0	0	1	0	0	0	အရောင်ဖျော့သည်။
tantalizing	0	1	0	0	1	1	1	0	1	0	ထိတ်လန့်စရာ
tantamount	0	0	0	0	0	0	0	0	0	1	သဘောသဘာဝ
tap	0	0	0	0	0	0	0	0	0	0	နှိပ်ပါ။
tape	0	0	0	0	0	0	0	0	0	0	တိပ်ခွေ
taper	0	0	0	0	0	0	0	0	0	0	သွယ်သော
tapering	0	0	0	0	0	0	0	0	0	0	ချဲ
tapestry	0	0	0	0	0	0	0	0	0	0	တိပ်ဆေး
tar	0	0	0	0	0	0	0	0	0	0	ကတ္တရာစေး
tardiness	0	0	0	0	0	1	0	0	0	0	နောက်ကျခြင်း။
tardy	0	0	0	0	0	1	0	0	0	0	ဖင်
target	0	0	0	0	0	0	0	0	0	0	ပစ်မှတ်
tariff	1	0	1	0	0	1	0	0	0	0	အကောက်ခွန်
tarnish	0	0	1	0	0	1	0	1	0	0	ညှိုးနွမ်းစေခြင်း။
tarry	0	0	0	0	0	1	0	0	0	0	နောက်ကျ
tart	0	0	0	0	0	0	0	0	0	0	ဌာပနာ
tartan	0	0	0	0	0	0	0	0	0	0	တာတန်
tartar	0	0	0	0	0	0	0	0	0	0	tartar
task	0	0	0	0	0	0	1	0	0	0	တာဝန်
tassel	0	0	0	0	0	0	0	0	0	0	မြိတ်
taste	0	0	0	0	0	0	0	0	0	0	အရသာ
tasteful	0	0	0	0	0	0	1	0	0	0	အရသာရှိတဲ့
tasteless	0	0	1	0	0	1	0	0	0	0	အရသာမရှိသော
tasting	0	0	0	0	0	0	0	0	0	0	အရသာ
tasty	0	0	0	0	0	0	1	0	0	0	အရသာရှိတဲ့
tat	0	0	0	0	0	0	0	0	0	0	တက်တယ်။
tattoo	0	0	0	0	0	0	0	0	0	0	တက်တူး
taught	0	0	0	0	0	0	0	0	0	1	သင်ပေးတယ်။
taunt	1	0	0	1	0	1	0	1	0	0	ကဲ့ရဲ့ခြင်း
taut	0	0	0	0	0	0	0	0	0	0	တင်းတင်းမာမာ
tavern	0	0	0	0	0	0	0	0	0	0	စားသောက်ဆိုင်
tawny	0	0	1	0	0	0	0	0	0	0	အညိုရောင်
tax	0	0	0	0	0	1	0	1	0	0	အခွန်
taxicab	0	0	0	0	0	0	0	0	0	0	တက္ကစီ
taxonomy	0	0	0	0	0	0	0	0	0	0	အဘိဓာန်
tea	0	0	0	0	0	0	0	0	0	0	လက်ဖက်ရည်
teach	0	0	0	0	1	0	1	0	1	1	သင်ပေးပါ။
teacher	0	0	0	0	0	0	1	0	0	1	ဆရာမ
teaching	0	0	0	0	0	0	0	0	0	0	သင်ကြားခြင်း။
team	0	0	0	0	0	0	0	0	0	1	အသင်းအဖွဲ့
tearful	0	0	1	1	0	0	0	1	0	0	မျက်ရည်ကျ
tease	1	1	0	0	0	1	0	1	0	0	ကျီစား
teaser	0	0	0	0	0	0	0	0	0	0	ကြော်ငြာ
teasing	1	0	0	1	0	1	0	0	0	0	နောက်ပြောင်ခြင်း
teat	0	0	0	0	0	0	0	0	0	0	နို့သီး
technical	0	0	0	0	0	0	0	0	0	0	နည်းပညာပိုင်း
technicality	0	0	0	0	0	0	0	0	0	0	နည်းပညာပိုင်းဆိုင်ရာ
technician	0	0	0	0	0	0	0	0	0	0	နည်းပညာရှင်
technology	0	0	0	0	0	0	1	0	0	0	နည်းပညာ
ted	0	0	0	0	0	0	0	0	0	0	ted
tedious	0	0	0	0	0	1	0	0	0	0	အပျင်းကြီးတယ်။
tedium	0	0	0	0	0	1	0	0	0	0	ပျင်းတယ်။
teeming	0	0	1	0	0	0	0	0	0	0	ဖွေးဖွေးလှုပ်
teens	0	0	0	0	0	1	1	0	0	0	ဆယ်ကျော်သက်
teeth	0	0	0	0	0	0	0	0	0	0	သွားများ
teflon	0	0	0	0	0	0	0	0	0	0	teflon
telegram	0	0	0	0	0	0	0	0	0	0	ကြေးနန်းစာ
telegraph	0	0	0	0	0	0	0	0	0	0	ကြေးနန်း
telephone	0	0	0	0	0	0	0	0	0	0	တယ်လီဖုန်း
telescope	0	0	0	0	0	0	0	0	0	0	မှန်ပြောင်း
telescopic	0	0	0	0	0	0	0	0	0	0	တယ်လီစကုပ်
television	0	0	0	0	0	0	0	0	0	0	ရုပ်မြင်သံကြား
teller	0	0	0	0	0	0	0	0	0	0	ပြောပြသူ
telling	0	0	0	0	0	0	0	0	0	0	ပြောခြင်း။
telltale	0	0	0	0	0	0	0	0	0	0	ပြောစရာ
temper	0	0	0	0	0	0	0	0	0	0	ဒေါသ
tempera	0	0	0	0	0	0	0	0	0	0	tempera
temperament	0	0	0	0	0	0	0	0	0	0	စိတ်နေစိတ်ထား
temperance	0	0	0	0	0	0	1	0	0	0	တည်ငြိမ်မှု
temperate	0	0	0	0	0	0	0	0	0	1	သမ
temperature	0	0	0	0	0	0	0	0	0	0	အပူချိန်
tempered	0	0	0	0	0	0	1	0	0	0	စိတ်တိုသည်။
tempest	1	1	0	1	0	1	0	1	1	0	မုန်တိုင်း
temple	0	0	0	0	0	0	0	0	0	0	ဗိမာန်တော်
temporal	0	0	0	0	0	0	0	0	0	0	ယာယီ
temporarily	0	0	0	0	0	0	0	0	0	0	ယာယီ
temporary	0	0	0	0	0	0	0	0	0	0	ယာယီ
tempt	0	0	0	0	0	0	0	0	0	0	အစုံ
temptation	0	0	0	0	0	1	0	0	0	0	သွေးဆောင်မှု
tempting	0	0	0	0	0	0	0	0	0	0	ဆွဲဆောင်မှု
ten	0	0	0	0	0	0	0	0	0	0	တဆယ်
tenable	0	0	0	0	0	0	1	0	0	0	ခံနိုင်ရည်ရှိသည်။
tenacious	0	0	0	0	0	0	1	0	0	0	သက်ပြင်း
tenacity	0	0	0	0	0	0	1	0	0	0	ဇွဲနပဲ
tenancy	0	0	0	0	0	0	1	0	0	0	အိမ်ငှား
tenant	0	0	0	0	0	0	1	0	0	0	အိမ်ငှား
tendency	0	0	0	0	0	0	0	0	0	0	ပြောမယ်ဆိုရင်
tender	0	0	0	0	1	0	1	0	0	1	နူးညံ့သည်။
tenderness	0	0	0	0	1	0	1	0	0	0	ညှာတာခြင်း။
tending	0	0	0	0	0	0	0	0	0	0	ပြုစုခြင်း။
tendon	0	0	0	0	0	0	0	0	0	0	အရွတ်
tenement	0	0	0	0	0	1	0	0	0	0	တိုက်ခန်း
tenet	0	0	0	0	0	0	0	0	0	0	သဘောတရား
tenets	0	0	0	0	0	0	0	0	0	0	သဘောတရားများ
tenfold	0	0	0	0	0	0	0	0	0	0	ဆယ်ဆ
tennis	0	0	0	0	0	0	0	0	0	0	တင်းနစ်
tense	0	0	0	0	0	0	0	0	0	0	တင်းမာ
tensile	0	0	0	0	0	0	0	0	0	0	ဆန့်နိုင်အား၊
tension	1	0	0	0	0	0	0	0	0	0	တင်းမာမှု
tent	0	0	0	0	0	0	0	0	0	0	တဲ
tentacle	0	0	0	0	0	0	0	0	0	0	ရွက်ဖျင်
tentative	0	0	0	0	0	0	0	0	0	0	တွေဝေ
tenth	0	0	0	0	0	0	0	0	0	0	ဒသမ
tenths	0	0	0	0	0	0	0	0	0	0	ဆယ်ပုံတစ်ပုံ
tenuous	0	0	0	0	0	0	0	0	0	0	သိမ်မွေ့သော
tenure	0	0	0	0	0	0	0	0	0	0	ရာထူးသက်တမ်း
tepid	0	0	0	0	0	0	0	0	0	0	ကြက်သီးနွေး
term	0	0	0	0	0	0	0	0	0	0	သက်တမ်း
terminal	0	0	0	1	0	1	0	1	0	0	ဂိတ်
terminate	0	0	0	0	0	0	0	1	0	0	ရပ်စဲ
termination	0	0	0	0	0	1	0	1	0	0	ရပ်စဲခြင်း။
terminus	0	0	0	0	0	0	0	0	0	0	terminus
termite	0	0	1	0	0	1	0	0	0	0	ခြကောင်
terms	0	0	0	0	0	0	0	0	0	0	အသုံးအနှုန်းများ
tern	0	0	0	0	0	0	0	0	0	0	tern
ternary	0	0	0	0	0	0	0	0	0	0	ternary
terrace	0	0	0	0	0	0	0	0	0	0	လှေကားထစ်
terrestrial	0	0	0	0	0	0	0	0	0	0	ကုန်းနေ
terrible	1	0	1	1	0	1	0	1	0	0	ကြောက်မက်ဖွယ်
terribly	0	0	0	0	0	0	0	1	0	0	ဆိုးဆိုးရွားရွား
terrier	0	0	0	0	0	0	0	0	0	0	terrier
terrific	0	0	0	0	0	0	0	1	0	0	ကြောက်စရာကောင်းတဲ့
territorial	0	0	0	0	0	0	0	0	0	0	နယ်မြေ
territory	0	0	0	0	0	0	0	0	0	0	နယ်မြေ
terror	0	0	0	1	0	1	0	0	0	0	ချောက်
terrorism	1	0	1	1	0	1	0	1	0	0	အကြမ်းဖက်ဝါဒ
terrorist	1	0	1	1	0	1	0	1	1	0	အကြမ်းဖက်
terrorize	1	0	0	1	0	1	0	1	0	0	အကြမ်းဖက်
terse	0	0	0	0	0	0	0	0	0	0	terse
tertiary	0	0	0	0	0	0	0	0	0	0	တတိယတန်း
test	0	0	0	0	0	0	0	0	0	0	စမ်းသပ်
testament	0	1	0	0	0	0	0	0	0	1	သေတမ်းစာ
testify	0	0	0	0	0	0	0	0	0	0	သက်သေခံ
testimonial	0	0	0	0	0	0	0	0	0	0	သက်သေခံချက်
testimony	0	0	0	0	0	0	0	0	0	1	သက်သေခံချက်
tetanus	0	0	1	0	0	1	0	0	0	0	မေးခိုင်
tether	0	0	0	0	0	1	0	0	0	0	ကြိုးချည်
tethered	0	0	0	0	0	0	0	0	0	0	ချည်နှောင်ထားသည်။
tetrahedral	0	0	0	0	0	0	0	0	0	0	tetrahedral
text	0	0	0	0	0	0	0	0	0	0	စာသား
textbook	0	0	0	0	0	0	0	0	0	0	ကျောင်းသုံးစာအုပ်
textile	0	0	0	0	0	0	0	0	0	0	အထည်အလိပ်
textural	0	0	0	0	0	0	0	0	0	0	အထည်အလိပ်
texture	0	0	0	0	0	0	0	0	0	0	အသွင်အပြင်
thankful	0	0	0	0	1	0	1	0	0	0	ကျေးဇူးတင်စရာ
thanksgiving	0	0	0	0	1	0	1	0	0	0	ကျေးဇူးတော်ချီးမွမ်းခြင်း
thatch	0	0	0	0	0	0	0	0	0	0	ဓနိ
thaw	0	0	0	0	0	0	0	0	0	0	နွေး
theater	0	0	0	0	0	0	0	0	0	0	ပြဇာတ်ရုံ
theatrical	0	0	0	0	0	0	0	0	0	0	ပြဇာတ်
theft	1	0	1	1	0	1	0	1	0	0	ခိုးမှု
theism	0	0	1	0	0	1	0	0	0	0	ဘာသာတရား
theistic	0	0	0	0	0	0	0	0	0	0	ဘာသာဗေဒ
theme	0	0	0	0	0	0	0	0	0	0	အပြင်အဆင်
theocracy	0	0	0	0	0	0	0	0	0	0	သီအိုကရေစီ
theocratic	1	0	0	1	0	1	0	1	0	1	သီအိုကရက်တစ်
theologian	0	0	0	0	0	0	0	0	0	0	ဓမ္မပညာရှင်
theological	0	0	0	0	0	0	0	0	0	1	ဓမ္မပညာ
theology	0	1	0	0	0	0	0	0	0	0	ဓမ္မပညာ
theorem	0	0	0	0	0	0	0	0	0	1	သီအိုရီ
theoretical	0	0	0	0	0	0	1	0	0	0	သီအိုရီ
theory	0	1	0	0	0	0	0	0	0	1	သီအိုရီ
therapeutic	0	0	0	0	1	0	1	0	0	1	ကုထုံး
therapeutics	0	0	0	0	0	0	1	0	0	0	ကုထုံးများ
thereabouts	0	0	0	0	0	0	0	0	0	0	အဲ့ဒီမှာ
thereof	0	0	0	0	0	0	0	0	0	0	အဲဒါကို
therewith	0	0	0	0	0	0	0	0	0	0	အတူ
thermal	0	0	0	0	0	0	0	0	0	0	အပူ
thermocouple	0	1	0	0	0	0	0	0	0	0	thermocouple
thermodynamics	0	0	0	0	0	0	0	0	0	0	သာမိုဒိုင်းနမစ်
thermometer	0	0	0	0	0	0	0	0	0	1	သာမိုမီတာ
thermostat	0	0	0	0	0	0	0	0	0	0	အပူချိန်ထိန်းကိရိယာ
thesaurus	0	0	0	0	0	0	0	0	0	0	အဘိဓာန်
thesis	0	0	0	0	0	0	0	0	0	0	စာတမ်း
