English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Urdu Word
spanking	1	0	0	0	0	0	0	0	0	0	تیز
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	اسپیئر
sparingly	0	0	0	0	0	0	0	0	0	0	تھوڑا سا
spark	0	0	0	0	0	0	0	0	0	0	چنگاری
sparkle	0	1	0	0	1	0	1	0	1	0	چمک
sparring	0	0	0	0	0	0	0	0	0	0	جھگڑا
sparse	0	0	0	0	0	0	0	0	0	0	ویرل
spasm	0	0	0	1	0	1	0	0	0	0	اینٹھن
spat	1	0	0	0	0	1	0	0	0	0	تھوکنا
spatula	0	0	0	0	0	0	0	0	0	0	spatula
spawn	0	0	0	0	0	0	0	0	0	0	انڈے
speaker	0	0	0	0	0	0	0	0	0	0	اسپیکر
speaking	0	0	0	0	0	0	0	0	0	0	بولنا
spear	1	1	0	1	0	1	0	0	0	0	نیزہ
special	0	0	0	0	1	0	1	0	0	0	خصوصی
specialist	0	0	0	0	0	0	0	0	0	1	ماہر
speciality	0	0	0	0	0	0	0	0	0	0	خاصیت
specialize	0	0	0	0	0	0	0	0	0	1	مہارت
specially	0	0	0	0	0	0	0	0	0	0	خاص طور پر
specie	0	0	0	0	0	0	1	0	0	0	قسم
species	0	0	0	0	0	0	0	0	0	0	پرجاتیوں
specific	0	0	0	0	0	0	0	0	0	0	مخصوص
specification	0	0	0	0	0	0	0	0	0	0	تفصیلات
specimen	0	0	0	0	0	0	0	0	0	0	نمونہ
speck	0	0	1	0	0	1	0	0	0	0	دھبہ
speckled	0	0	0	0	0	0	0	0	0	0	دھبوں والا
specs	0	0	0	0	0	0	0	0	0	0	چشمی
spectacle	0	0	0	0	0	1	1	0	0	0	تماشا
spectacles	0	0	0	0	0	0	0	0	0	0	عینک
spectacular	0	1	0	0	0	0	0	0	1	0	شاندار
spectator	0	0	0	0	0	0	0	0	0	0	تماشائی
specter	0	0	0	1	0	1	0	1	0	0	تماشہ
spectral	0	0	0	0	0	1	0	0	0	0	سپیکٹرل
spectrometer	0	0	0	0	0	0	0	0	0	0	سپیکٹرومیٹر
spectrophotometer	0	0	0	0	0	0	0	0	0	0	سپیکٹرو فوٹومیٹر
spectroscopy	0	0	0	0	0	0	0	0	0	0	سپیکٹروسکوپی
spectrum	0	0	0	0	0	0	0	0	0	0	سپیکٹرم
speculate	0	0	0	0	0	0	0	0	0	0	قیاس آرائی
speculation	0	0	0	1	0	1	0	1	0	0	قیاس
speculative	0	1	0	0	0	0	0	0	0	0	قیاس آرائی پر مبنی
speculum	0	0	0	0	0	0	0	0	0	0	speculum
speech	0	0	0	0	0	0	1	0	0	0	تقریر
speechless	0	0	0	0	0	0	0	0	0	0	بے آواز
speed	0	0	0	0	0	0	0	0	0	0	رفتار
speedily	0	0	0	0	0	0	0	0	0	0	تیزی سے
speedometer	0	0	0	0	0	0	0	0	0	0	سپیڈومیٹر
speedway	0	0	0	0	0	0	0	0	0	0	سپیڈ وے
speedy	0	0	0	0	0	0	1	0	0	0	تیز
spellbound	0	0	0	0	0	0	0	0	0	0	جادو
spelling	0	0	0	0	0	0	1	0	0	0	ہجے
spencer	0	0	0	0	0	0	0	0	0	0	اسپینسر
spend	0	0	0	0	0	0	0	0	0	0	خرچ
spent	0	0	0	0	0	1	0	0	0	0	خرچ
sperm	0	0	0	0	0	0	0	0	0	0	نطفہ
spew	0	0	1	0	0	0	0	0	0	0	سپو
sphere	0	0	0	0	0	0	0	0	0	0	کرہ
spherical	0	0	0	0	0	0	0	0	0	0	کروی
sphinx	0	0	0	0	0	0	0	0	0	0	اسفنکس
spice	0	0	0	0	0	0	1	0	0	0	مسالا
spicy	0	0	0	0	0	0	0	0	0	0	مسالیدار
spider	0	0	1	1	0	0	0	0	0	0	مکڑی
spigot	0	0	0	0	0	0	0	0	0	0	spigot
spike	0	0	0	1	0	0	0	0	0	0	سپائیک
spiked	0	0	0	0	0	0	0	0	0	0	spiked
spiky	0	0	0	0	0	0	0	0	0	0	تیز
spill	0	0	0	0	0	0	0	0	0	0	پھیلنا
spin	0	0	0	0	0	0	0	0	0	0	گھماؤ
spinal	0	0	0	0	0	0	0	0	0	0	ریڑھ کی ہڈی
spindle	0	0	0	0	0	0	0	0	0	0	تکلا
spine	1	0	0	0	0	1	1	0	0	0	پشتہ
spinning	0	0	0	0	0	0	0	0	0	0	کتائی
spinster	0	0	0	1	0	1	0	1	0	0	اسپنسٹر
spiny	0	0	0	0	0	0	0	0	0	0	کاٹ دار
spiral	0	0	0	0	0	0	0	0	0	0	سرپل
spire	0	0	0	0	0	0	0	0	0	0	سپائر
spirit	0	0	0	0	0	0	1	0	0	0	روح
spirits	0	1	0	0	1	0	1	0	1	0	روحیں
spiritual	0	0	0	0	0	0	0	0	0	0	روحانی
spirituality	0	0	0	0	0	0	0	0	0	0	روحانیت
spit	0	0	1	0	0	0	0	0	0	0	تھوکنا
spite	1	0	0	0	0	1	0	0	0	0	باوجود
spiteful	1	0	0	0	0	1	0	0	0	0	نفرت انگیز
splash	0	0	0	0	0	0	0	0	1	0	چھڑکاؤ
spleen	0	0	0	0	0	0	0	0	0	0	تلی
splendid	0	0	0	0	1	0	1	0	1	0	شاندار
splendor	0	1	0	0	1	0	1	0	1	0	شان
splice	0	0	0	0	0	0	0	0	0	0	تقسیم
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	سپلنٹ
splinter	0	0	0	0	0	1	0	0	0	0	کرچ
split	0	0	0	0	0	1	0	0	0	0	تقسیم
splitting	0	0	0	0	0	1	0	1	0	0	تقسیم
splurge	0	0	0	0	0	0	0	0	0	0	splurg
spoil	0	0	1	0	0	1	0	0	0	0	خراب
spoiler	0	0	0	0	0	1	0	1	0	0	بگاڑنے والا
spoiling	0	0	0	0	0	0	0	0	0	0	خراب کرنا
spoke	0	0	0	0	0	1	0	0	0	0	بولا
spoken	0	0	0	0	0	0	0	0	0	0	بولا
spokesman	0	0	0	0	0	0	0	0	0	1	ترجمان
sponge	0	0	0	0	0	1	0	0	0	0	سپنج
spongy	0	0	0	0	0	0	0	0	0	0	سپنج
sponsor	0	0	0	0	0	0	1	0	0	1	اسپانسر
sponsorship	0	0	0	0	0	0	0	0	0	0	کفالت
spoof	0	0	0	0	0	0	0	0	0	0	دھوکہ
spook	0	0	0	1	0	1	0	0	0	0	ڈراؤنا
spoon	0	0	0	0	0	0	0	0	0	0	چمچ
spoonful	0	0	0	0	0	0	0	0	0	0	چمچ
sporadic	0	0	0	0	0	0	0	0	0	0	چھٹپٹ
spore	0	0	0	0	0	0	0	0	0	0	بیضہ
sport	0	0	0	0	0	0	0	0	0	0	کھیل
sporting	0	0	0	0	0	0	0	0	0	0	کھیل
sports	0	0	0	0	0	0	0	0	0	0	کھیل
sportsman	0	0	0	0	0	0	0	0	0	0	کھلاڑی
spot	0	0	0	0	0	0	0	0	0	0	جگہ
spotless	0	0	0	0	0	0	1	0	0	1	بے داغ
spotted	0	0	0	0	0	0	0	0	0	0	دیکھا
spotty	0	0	0	0	0	0	0	0	0	0	داغدار
spousal	0	0	0	0	0	0	0	0	0	0	میاں بیوی
spouse	0	0	0	0	1	0	1	0	0	1	شریک حیات
spout	0	0	0	0	0	0	0	0	0	0	ٹونٹی
sprain	0	0	0	0	0	1	0	1	0	0	موچ
sprawl	0	0	0	0	0	0	0	0	0	0	پھیلنا
spray	0	0	0	0	0	0	0	0	0	0	سپرے
spread	0	0	0	0	0	0	0	0	0	0	پھیلاؤ
spree	0	0	0	0	0	1	0	0	0	0	اتسو مناینگی
sprinkling	0	0	0	0	0	0	0	0	0	0	چھڑکنا
sprite	0	0	0	1	0	1	0	0	0	0	سپرائٹ
sprout	0	0	0	0	0	0	0	0	0	0	انکر
spruce	0	0	0	0	0	0	1	0	0	0	سپروس
spur	0	0	0	1	0	0	0	0	0	0	حوصلہ افزائی
spurious	0	0	1	0	0	1	0	0	0	0	جعلی
spurred	0	0	0	0	0	0	0	0	0	0	حوصلہ افزائی
spurt	0	0	0	0	0	0	0	0	0	0	تیزی
spy	0	0	0	0	0	0	0	0	0	0	جاسوس
squad	0	0	0	0	0	0	0	0	0	0	دستہ
squadron	0	0	0	0	0	0	0	0	0	0	سکواڈرن
squall	0	0	0	1	0	1	0	1	0	0	طوفان
squamous	0	0	0	0	0	0	0	0	0	0	squamous
square	0	0	0	0	0	0	0	0	0	0	مربع
squat	0	0	0	0	0	0	0	0	0	0	بیٹھنا
squatter	0	0	0	0	0	1	0	0	0	0	squatter
squeak	0	0	0	0	0	0	0	0	0	0	چیخ
squeal	0	0	0	0	0	0	0	0	0	0	چیخنا
squeamish	0	0	1	1	0	1	0	0	0	0	چیخنے والا
squeeze	0	0	0	0	0	0	0	0	0	0	نچوڑ
squeezing	0	0	0	0	0	0	0	0	0	0	نچوڑ
squelch	1	0	1	0	0	1	0	0	0	0	squelch
squint	0	0	0	0	0	0	0	0	0	0	بھیانک
squire	0	0	0	0	0	0	0	0	0	0	اسکوائر
squirm	0	0	1	0	0	1	0	0	0	0	چیخ
squirrel	0	0	0	0	0	0	0	0	0	0	گلہری
squirt	0	0	0	0	0	0	0	0	0	0	squirt
stab	1	0	0	1	0	1	0	1	1	0	وار
stability	0	0	0	0	0	0	0	0	0	0	استحکام
stable	0	0	0	0	0	0	1	0	0	1	مستحکم
staccato	0	0	0	0	0	0	1	0	0	0	staccato
stack	0	0	0	0	0	0	0	0	0	0	اسٹیک
staff	0	0	0	0	0	0	0	0	0	0	عملہ
stag	0	0	0	0	0	0	0	0	0	0	بارہ سنگا
stage	0	0	0	0	0	0	0	0	0	0	مرحلہ
stagger	0	0	0	0	0	0	0	0	1	0	لڑکھڑانا
staggering	0	0	0	0	0	1	0	0	0	0	حیران کن
stagnant	0	0	0	0	0	1	0	1	0	0	جمود
stagnation	0	0	0	0	0	0	0	0	0	0	جمود
staid	0	0	0	0	0	0	0	0	0	0	ٹھہر گیا
stain	0	0	1	0	0	1	0	0	0	0	داغ
stainless	0	0	0	0	0	0	1	0	0	0	سٹینلیس
stair	0	0	0	0	0	0	0	0	0	0	سیڑھی
staircase	0	0	0	0	0	0	0	0	0	0	سیڑھی
stairway	0	0	0	0	0	0	0	0	0	0	سیڑھی
stake	0	0	0	0	0	0	0	0	0	0	داؤ
stale	0	0	0	0	0	1	0	0	0	0	باسی
stalemate	1	0	1	0	0	0	0	0	0	0	تعطل
stalk	0	0	0	1	0	1	0	0	0	0	ڈنٹھل
stall	0	0	1	0	0	0	0	0	0	0	سٹال
stallion	0	0	0	0	0	0	1	0	0	0	گھوڑا
stalls	0	0	0	0	0	0	0	0	0	0	اسٹالز
stalwart	0	0	0	0	0	0	1	0	0	0	مضبوط
stamina	0	0	0	0	0	0	1	0	0	1	صلاحیت
stamp	0	0	0	0	0	0	0	0	0	0	ڈاک ٹکٹ
stand	0	0	0	0	0	0	0	0	0	0	کھڑے ہو جاؤ
standard	0	0	0	0	0	0	0	0	0	0	معیاری
standardize	0	0	0	0	0	0	0	0	0	0	معیاری بنانا
standing	0	0	0	0	0	0	1	0	0	0	کھڑا
standoff	1	0	0	1	0	1	0	0	0	0	تعطل
standpoint	0	0	0	0	0	0	0	0	0	0	نقطہ نظر
standstill	1	0	0	0	0	1	0	0	0	0	رک جانا
stanza	0	0	0	0	0	0	0	0	0	0	بند
staple	0	0	0	0	0	0	0	0	0	0	سٹیپل
star	0	1	0	0	1	0	1	0	0	1	ستارہ
starboard	0	0	0	0	0	0	0	0	0	0	سٹار بورڈ
starch	0	0	0	0	0	0	0	0	0	0	نشاستہ
stare	0	0	0	0	0	0	0	0	0	0	گھورنا
staring	0	0	0	0	0	1	0	0	0	0	گھور
stark	0	0	0	0	0	1	0	0	0	1	سخت
starlight	0	0	0	0	0	0	1	0	0	0	ستارہ کی روشنی
starry	0	1	0	0	1	0	1	0	0	0	تارامی
stars	0	0	0	0	0	0	0	0	0	0	ستارے
start	0	1	0	0	0	0	0	0	0	0	شروع
startle	0	0	0	1	0	1	0	0	1	0	چونکا دینا
startling	0	0	0	0	0	0	0	0	1	0	چونکا دینے والا
starvation	0	0	0	1	0	1	0	1	0	0	بھوک
starved	0	0	0	0	0	1	0	0	0	0	بھوکا
starving	0	0	0	0	0	1	0	0	0	0	بھوک
state	0	0	0	0	0	0	0	0	0	0	حالت
stately	0	0	0	0	0	0	1	0	0	0	باوقار
statement	0	0	0	0	0	0	1	0	0	1	بیان
stateroom	0	0	0	0	0	0	0	0	0	0	سٹیٹ روم
statesman	0	0	0	0	0	0	0	0	0	0	سیاستدان
static	0	0	0	0	0	0	0	0	0	0	جامد
statics	0	0	0	0	0	0	0	0	0	0	اعدادوشمار
station	0	0	0	0	0	0	0	0	0	0	اسٹیشن
stationary	0	0	0	0	0	1	0	0	0	0	ساکن
stationery	0	0	0	0	0	0	0	0	0	0	اسٹیشنری
statistical	0	0	0	0	0	0	0	0	0	1	شماریاتی
statistician	0	0	0	0	0	0	0	0	0	0	شماریات دان
stator	0	0	0	0	0	0	0	0	0	0	اسٹیٹر
statuary	0	0	0	0	0	0	0	0	0	0	مجسمہ
statue	0	0	0	0	0	0	1	0	0	0	بت
statuette	0	0	0	0	0	0	0	0	0	0	مجسمہ
stature	0	0	0	0	0	0	0	0	0	0	قد
status	0	0	0	0	0	0	1	0	0	0	حالت
statute	0	0	0	0	0	0	0	0	0	0	قانون
statutory	0	0	0	0	0	0	0	0	0	0	قانونی
staunch	0	0	0	0	0	0	1	0	0	0	کٹر
stave	0	0	0	0	0	1	0	0	0	0	چھڑی
stay	0	0	0	0	0	0	0	0	0	0	رہنا
stayed	0	0	0	0	0	0	0	0	0	0	ٹھہرے رہے
stays	0	0	0	0	0	0	0	0	0	0	رہتا ہے
stead	0	0	0	0	0	0	0	0	0	0	کی جگہ
steadfast	0	0	0	0	0	0	1	0	0	1	ثابت قدم
steady	0	0	0	0	0	0	0	0	1	1	مستحکم
steal	1	0	0	1	0	1	0	1	0	0	چوری
stealing	0	0	1	1	0	1	0	0	0	0	چوری
stealth	0	0	0	0	0	0	0	0	1	0	چپکے
stealthily	0	0	0	0	0	0	0	0	1	0	چپکے سے
stealthy	0	1	0	1	0	1	0	0	1	0	چپکے سے
steamboat	0	0	0	0	0	0	0	0	0	0	بھاپ کی کشتی
steamer	0	0	0	0	0	0	0	0	0	0	سٹیمر
steamroller	0	0	0	0	0	0	0	0	0	0	سٹیم رولر
steamship	0	0	0	0	0	0	0	0	0	0	سٹیم شپ
steamy	0	0	0	0	0	0	0	0	0	0	بھاپ دار
steel	0	0	0	0	0	0	0	0	0	0	سٹیل
steep	0	0	0	0	0	0	0	0	0	0	کھڑی
steeple	0	0	0	0	0	0	0	0	0	0	کھڑکی
steer	0	0	0	0	0	0	0	0	0	0	چلانا
stellar	0	0	0	0	0	0	1	0	0	0	تارکیی
stem	0	0	0	0	0	0	0	0	0	0	تنا
stench	0	0	0	0	0	0	0	0	0	0	بدبو
stencil	0	0	0	0	0	0	0	0	0	0	سٹینسل
step	0	0	0	0	0	0	0	0	0	0	قدم
steppe	0	0	0	0	0	0	0	0	0	0	سٹیپ
steps	0	0	0	0	0	0	0	0	0	0	قدم
stereoscopic	0	0	0	0	0	0	0	0	0	0	سٹیریوسکوپک
stereotype	0	0	0	0	0	1	0	0	0	0	دقیانوسی تصور
stereotyped	0	0	0	0	0	1	0	0	0	0	دقیانوسی تصور
sterile	0	0	0	0	0	1	0	1	0	0	جراثیم سے پاک
sterility	0	0	0	0	0	1	0	0	0	0	بانجھ پن
sterling	1	1	0	0	1	1	1	0	0	1	سٹرلنگ
stern	0	0	0	0	0	1	0	0	0	0	سخت
stethoscope	0	0	0	0	0	0	0	0	0	0	سٹیتھوسکوپ
stew	0	0	0	0	0	0	0	0	0	0	سٹو
steward	0	0	0	0	0	0	1	0	0	1	نگران
stewardship	0	0	0	0	0	0	0	0	0	0	ذمہ داری
stick	0	0	0	0	0	0	0	0	0	0	چھڑی
sticking	0	0	0	0	0	0	0	0	0	0	چپکی ہوئی
sticky	0	0	1	0	0	0	0	0	0	0	چپچپا
stiff	0	0	0	0	0	1	0	0	0	0	سخت
stiffen	0	0	0	0	0	0	0	0	0	0	سخت کرنا
stiffness	0	0	0	0	0	1	0	0	0	0	سختی
stifle	0	0	0	0	0	1	0	0	0	0	دبانا
stifled	1	0	0	1	0	1	0	1	0	0	دبا دیا
stifling	0	0	0	0	0	0	0	0	0	0	گلا گھونٹنا
stigma	1	0	1	1	0	1	0	1	0	0	کلنک
stile	0	0	0	0	0	0	0	0	0	0	سٹائل
stiletto	0	0	0	0	0	0	0	0	0	0	سٹیلیٹو
stillborn	0	0	0	0	0	1	0	1	0	0	مردہ پیدا ہوا
stillness	0	0	0	1	0	0	1	1	0	0	خاموشی
stilts	0	0	0	0	0	0	0	0	0	0	stilts
stimulant	0	0	0	0	0	0	0	0	0	0	محرک
stimulation	0	0	0	0	0	0	0	0	0	0	محرک
stimulus	0	0	0	0	0	0	0	0	0	0	محرک
sting	1	0	0	1	0	1	0	0	0	0	ڈنک
stinging	0	0	0	0	0	1	0	0	0	0	ڈنکنے والا
stingy	1	0	1	1	0	1	0	1	0	0	کنجوس
stink	0	0	1	0	0	1	0	0	0	0	بدبو
stinking	0	0	1	0	0	1	0	0	0	0	بدبودار
stint	0	0	0	1	0	1	0	1	0	0	مدت
stipulate	0	0	0	0	0	0	0	0	0	0	شرط لگانا
stipulation	0	0	0	0	0	0	0	0	0	0	شرط
stir	0	0	0	0	0	0	0	0	0	0	ہلچل
stirring	0	0	0	0	0	0	0	0	0	0	ہلچل
stitch	0	0	0	0	0	0	0	0	0	0	سلائی
stock	0	0	0	0	0	0	0	0	0	0	اسٹاک
stockbroker	0	0	0	0	0	0	0	0	0	0	اسٹاک بروکر
stocking	0	0	0	0	0	0	0	0	0	0	ذخیرہ
stocks	0	0	0	0	0	1	0	0	0	0	اسٹاک
stole	0	0	0	0	0	0	0	0	0	0	چرایا
stolen	1	0	0	0	0	1	0	0	0	0	چوری
stomach	0	0	1	0	0	0	0	0	0	0	معدہ
stone	1	0	0	0	0	1	0	0	0	0	پتھر
stoned	0	0	0	0	0	1	0	0	0	0	سنگسار
stoneware	0	0	0	0	0	0	0	0	0	0	پتھر کے برتن
stony	0	0	0	0	0	0	0	0	0	0	پتھری
stool	0	0	0	0	0	0	0	0	0	0	پاخانہ
stools	0	0	1	0	0	1	0	0	0	0	پاخانہ
stoop	0	0	0	0	0	0	0	0	0	0	جھکنا
stop	0	0	0	0	0	0	0	0	0	0	روکو
stoppage	0	0	0	0	0	1	0	0	0	0	روکنا
stopper	0	0	0	0	0	0	0	0	0	0	روکنے والا
stopping	0	0	0	0	0	0	0	0	0	0	روکنا
stopwatch	0	0	0	0	0	0	0	0	0	0	سٹاپ واچ
storage	0	0	0	0	0	0	0	0	0	0	ذخیرہ
store	0	1	0	0	0	0	1	0	0	0	اسٹور
storehouse	0	0	0	0	0	0	0	0	0	0	گودام
storing	0	0	0	0	0	0	0	0	0	0	ذخیرہ
storm	1	0	0	0	0	1	0	0	0	0	طوفان
storming	1	0	0	0	0	0	0	0	0	0	طوفان
stormy	0	0	0	1	0	1	0	0	0	0	طوفانی
story	0	0	0	0	0	0	0	0	0	0	کہانی
stout	0	0	0	0	0	0	0	0	0	0	مضبوط
stove	0	0	0	0	0	0	0	0	0	0	چولہا
stow	0	0	0	0	0	0	0	0	0	0	سٹو
straddle	0	0	0	0	0	0	0	0	0	0	straddle
straighten	0	0	0	0	0	0	0	0	0	0	سیدھا
straightforward	0	0	0	0	0	0	1	0	0	1	سیدھا
straightway	0	0	0	0	0	0	0	0	0	0	براہ راست
strained	1	0	0	0	0	1	0	0	0	0	کشیدہ
strait	0	0	0	0	0	0	0	0	0	0	آبنائے
straits	0	0	0	1	0	1	0	0	0	0	آبنائے
strand	0	0	0	0	0	0	0	0	0	0	پٹا
stranded	0	0	0	0	0	1	0	0	0	0	پھنسے ہوئے
stranger	0	0	0	1	0	1	0	0	0	0	اجنبی
strangle	1	0	1	1	0	1	0	1	1	0	گلا گھونٹنا
strap	0	0	0	0	0	0	0	0	0	0	پٹا
strapping	0	0	0	0	0	0	0	0	0	0	پٹا لگانا
strata	0	0	0	0	0	0	0	0	0	0	طبقہ
strategic	0	0	0	0	0	0	1	0	0	0	حکمت عملی
strategist	0	1	0	0	0	0	1	0	0	1	حکمت عملی ساز
strategy	0	0	0	0	0	0	0	0	0	0	حکمت عملی
stratification	0	0	0	0	0	0	0	0	0	0	ترتیب مدارج
stratum	0	0	0	0	0	0	0	0	0	0	سطح
stratus	0	0	0	0	0	0	0	0	0	0	درجہ
straw	0	0	0	0	0	0	0	0	0	0	بھوسا
stray	0	0	0	0	0	1	0	0	0	0	گمراہ
streak	0	0	0	0	0	0	0	0	0	0	لکیر
streaked	0	0	0	0	0	0	0	0	0	0	لکیر دار
stream	0	0	0	0	0	0	0	0	0	0	ندی
streamer	0	0	0	0	0	0	0	0	0	0	اسٹریمر
streaming	0	0	0	0	0	0	0	0	0	0	سلسلہ بندی
street	0	0	0	0	0	0	0	0	0	0	گلی
strength	0	0	0	0	0	0	1	0	0	1	طاقت
strengthen	0	0	0	0	0	0	1	0	0	0	مضبوط
strengthening	0	0	0	0	1	0	1	0	0	1	مضبوط کرنا
strenuous	0	0	0	0	0	0	0	0	0	0	سخت
stress	0	0	0	0	0	1	0	0	0	0	تناؤ
stretch	0	0	0	0	0	0	0	0	0	0	کھینچنا
stretcher	0	0	0	1	0	0	0	1	0	0	اسٹریچر
stricken	0	0	0	0	0	0	0	1	0	0	زدہ
stride	0	0	0	0	0	0	0	0	0	0	آگے بڑھنا
strife	1	0	0	0	0	1	0	0	0	0	جھگڑا
strike	1	0	0	0	0	1	0	0	0	0	ہڑتال
striking	0	0	0	0	0	0	1	0	0	0	مارنے والا
strikingly	0	0	0	0	0	0	1	0	0	0	حیرت انگیز طور پر
string	0	0	0	0	0	0	0	0	0	0	تار
stringy	0	0	0	0	0	0	0	0	0	0	سخت
strip	0	0	0	0	0	1	0	1	0	0	پٹی
stripe	0	0	0	0	0	1	0	0	0	0	پٹی
stripped	1	1	1	1	0	1	0	1	0	0	چھین لیا
strive	0	1	0	0	0	0	0	0	0	0	کوشش
strobe	0	0	0	0	0	0	0	0	0	0	اسٹروب
stroke	0	0	0	1	0	1	0	1	0	0	اسٹروک
stroll	0	0	0	0	0	0	0	0	0	0	ٹہلنے
stronghold	0	0	0	0	0	0	0	0	0	0	مضبوط گڑھ
strongly	0	0	0	0	0	0	1	0	0	0	سختی سے
structural	0	0	0	0	0	0	0	0	0	1	ساختی
structure	0	0	0	0	0	0	1	0	0	1	ساخت
struggle	1	0	0	1	0	1	0	1	0	0	جدوجہد
strut	0	0	0	0	0	1	0	0	0	0	اکڑ کر
stubble	0	0	0	0	0	0	0	0	0	0	کھانسی
stubbornness	0	0	0	0	0	0	0	0	0	0	ضد
stubby	0	0	0	0	0	0	0	0	0	0	ضدی
stucco	0	0	0	0	0	0	0	0	0	0	stucco
stuck	0	0	0	0	0	0	0	0	0	0	پھنس گیا
stud	0	0	0	0	0	0	1	0	0	0	جڑنا
studded	0	0	0	0	0	0	0	0	0	0	جڑی ہوئی
student	0	0	0	0	0	0	0	0	0	0	طالب علم
studied	0	0	0	0	0	0	0	0	0	0	تعلیم حاصل کی
studio	0	0	0	0	0	0	0	0	0	0	سٹوڈیو
study	0	0	0	0	0	0	1	0	0	0	مطالعہ
stuff	0	0	0	0	0	0	0	0	0	0	سامان
stuffing	0	0	0	0	0	0	0	0	0	0	بھرنا
stuffy	0	0	0	0	0	1	0	0	0	0	بھری ہوئی
stumble	0	0	0	0	0	1	0	0	0	0	ٹھوکر
stump	0	0	0	0	0	0	0	0	0	0	سٹمپ
stunned	0	0	0	1	0	1	0	0	1	0	دنگ رہ گئے
stunt	0	0	0	0	0	0	0	0	0	0	سٹنٹ
stunted	0	0	0	0	0	1	0	0	0	0	روکا ہوا
stupendous	0	0	0	0	0	0	0	0	0	0	شاندار
stupid	0	0	0	0	0	1	0	0	0	0	بیوقوف
stupidity	0	0	0	0	0	1	0	0	0	0	حماقت
stupor	0	0	0	0	0	1	0	0	0	0	بیوقوف
sturdy	0	0	0	0	0	0	1	0	0	0	مضبوط
sturgeon	0	0	0	0	0	0	0	0	0	0	سٹرجن
stutter	0	0	0	0	0	0	0	0	0	0	ہکلانا
sty	0	0	1	0	0	1	0	0	0	0	اسٹائل
style	0	0	0	0	0	0	0	0	0	0	انداز
stylish	0	0	0	0	0	0	0	0	0	0	سجیلا
subatomic	0	0	0	0	0	0	0	0	0	0	ذیلی ایٹمی
subcommittee	0	0	0	0	0	0	0	0	0	0	ذیلی کمیٹی
subconscious	0	0	0	0	0	0	0	0	0	0	لاشعور
subcutaneous	0	0	0	0	0	0	0	0	0	0	subcutaneous
subdivide	0	0	0	0	0	0	0	0	0	0	ذیلی تقسیم
subdivision	0	0	0	0	0	0	0	0	0	0	ذیلی تقسیم
subduction	0	0	0	0	0	0	0	0	0	0	subduction
subdue	0	0	0	0	0	1	0	0	0	0	زیر کرنا
subdued	0	0	0	0	0	0	0	0	0	0	محکوم
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	مضمون
subjected	0	0	0	0	0	1	0	1	0	0	تابع
subjection	0	0	0	0	0	1	0	0	0	0	تابعداری
subjective	0	0	0	0	0	0	0	0	0	0	موضوعی
subjugation	1	0	1	1	0	1	0	1	0	0	محکومیت
sublimation	0	0	0	0	1	0	1	0	0	0	سربلندی
subliminal	0	0	0	0	0	0	0	0	0	0	subliminal
submarine	0	0	0	0	0	0	0	0	0	0	آبدوز
submerged	0	0	0	0	0	0	0	0	0	0	ڈوب گیا
submersible	0	0	0	0	0	0	0	0	0	0	آبدوز
submission	0	0	0	0	0	0	0	0	0	0	جمع کرانے
submit	0	1	0	0	0	0	0	0	0	0	جمع کرائیں
subordinate	0	0	0	1	0	1	0	0	0	0	ماتحت
subordination	0	0	0	0	0	0	0	0	0	0	ماتحتی
subplot	0	0	0	0	0	0	0	0	0	0	ذیلی پلاٹ
subpoena	0	0	0	0	0	1	0	0	0	0	عرضی
subscribe	0	1	0	0	0	0	0	0	0	0	سبسکرائب
subscription	0	0	0	0	0	0	0	0	0	0	رکنیت
subsequence	0	0	0	0	0	0	0	0	0	0	بعد
subsequent	0	0	0	0	0	0	0	0	0	0	بعد میں
subsequently	0	0	0	0	0	0	0	0	0	0	بعد میں
subset	0	0	0	0	0	0	0	0	0	0	ذیلی سیٹ
subside	0	0	0	0	0	0	0	0	0	0	کم
subsidence	0	0	0	0	0	1	0	1	0	0	کمی
subsidiary	0	0	0	0	0	0	0	0	0	0	ماتحت ادارہ
subsidize	0	0	0	0	0	0	0	0	0	0	سبسڈی دینا
subsidy	1	0	1	0	0	1	0	0	0	0	سبسڈی
subsist	0	0	0	0	0	1	0	0	0	0	قائم رہنا
subsistence	0	0	0	0	0	0	0	0	0	0	رزق
subsoil	0	0	0	0	0	0	0	0	0	0	زیر زمین
substance	0	0	0	0	0	0	1	0	0	0	مادہ
substantially	0	0	0	0	0	0	0	0	0	0	کافی حد تک
substantiate	0	0	0	0	0	0	0	0	0	1	ثابت کرنا
substantive	0	0	0	0	0	0	1	0	0	0	اصل
substitute	0	0	0	0	0	0	0	0	0	0	متبادل
substituted	0	0	0	0	0	0	0	0	0	0	متبادل
substitution	0	0	0	0	0	0	0	0	0	0	متبادل
substructure	0	0	0	0	0	0	0	0	0	0	ذیلی ڈھانچہ
subterranean	0	0	0	0	0	0	0	0	0	0	زیر زمین
