English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Amharic Word
reindeer	0	0	0	0	0	0	0	0	0	0	አጋዘን
reinforce	0	0	0	0	0	0	0	0	0	0	ማጠናከር
reinforcement	0	0	0	0	0	0	1	0	0	1	ማጠናከሪያ
reinforcements	0	0	0	0	0	0	0	0	0	1	ማጠናከሪያዎች
reins	0	0	0	0	0	0	0	0	0	0	ልጓም
reinstall	0	0	0	0	0	0	0	0	0	0	እንደገና ጫን
reinstate	0	0	0	0	0	0	1	0	0	0	ወደነበረበት መመለስ
reinstatement	0	0	0	0	0	0	0	0	0	0	ወደነበረበት መመለስ
reinvest	0	0	0	0	0	0	0	0	0	0	እንደገና ኢንቨስት ማድረግ
reinvestment	0	0	0	0	0	0	0	0	0	0	እንደገና ኢንቨስትመንት
reiterate	0	0	0	0	0	0	0	0	0	0	ድገም
reject	1	0	0	1	0	1	0	1	0	0	አለመቀበል
rejected	0	0	0	0	0	1	0	0	0	0	ተቀባይነት አላገኘም።
rejection	1	0	1	1	0	1	0	1	0	0	አለመቀበል
rejects	1	0	0	1	0	1	0	1	0	0	ውድቅ ያደርጋል
rejoice	0	1	0	0	1	0	1	0	1	1	ደስ ይበላችሁ
rejoicing	0	1	0	0	1	0	1	0	1	0	መደሰት
rejoin	0	0	0	0	0	0	0	0	0	0	እንደገና መቀላቀል
rejuvenate	0	0	0	0	0	0	1	0	0	0	ማደስ
rejuvenated	0	0	0	0	0	0	1	0	0	0	ታደሰ
rekindle	0	1	0	1	1	1	1	0	1	0	እንደገና ማብራት
relapse	0	0	0	1	0	1	0	1	0	0	አገረሸብኝ
relate	0	0	0	0	0	0	0	0	0	0	ማዛመድ
related	0	0	0	0	0	0	0	0	0	1	ተዛማጅ
relation	0	0	0	0	0	0	0	0	0	0	ግንኙነት
relationship	0	0	0	0	0	0	0	0	0	0	ግንኙነት
relative	0	0	0	0	0	0	0	0	0	1	ዘመድ
relativity	0	0	0	0	0	0	0	0	0	0	አንጻራዊነት
relaxant	0	0	0	0	0	0	0	0	0	0	ዘና የሚያደርግ
relaxation	0	0	0	0	0	0	1	0	0	0	መዝናናት
relaxed	0	0	0	0	0	0	0	0	0	0	ዘና ያለ
relay	0	0	0	0	0	0	0	0	0	0	ቅብብል
release	0	0	0	0	0	0	0	0	0	0	መልቀቅ
released	0	0	0	0	0	0	0	0	0	0	ተለቋል
relegation	0	0	0	0	0	1	0	0	0	0	መውረድ
relevancy	0	0	0	0	0	0	0	0	0	0	ተዛማጅነት
relevant	0	0	0	0	0	0	1	0	0	1	ተዛማጅ
reliability	0	0	0	0	0	0	1	0	0	1	አስተማማኝነት
reliable	0	0	0	0	0	0	1	0	0	1	አስተማማኝ
reliance	0	0	0	0	0	0	1	0	0	1	መታመን
relic	0	0	0	0	0	0	0	0	0	0	ቅርስ
relics	0	0	0	0	0	0	0	1	0	0	ቅርሶች
relief	0	0	0	0	0	0	1	0	0	0	እፎይታ
relieving	0	0	0	0	0	0	1	0	0	0	ማስታገሻ
religion	0	0	0	0	0	0	0	0	0	1	ሃይማኖት
religious	0	0	0	0	0	0	0	0	0	0	ሃይማኖታዊ
relinquish	0	0	0	0	0	1	0	0	0	0	መልቀቅ
relish	0	0	0	0	0	0	0	0	0	0	ደስ ይለኛል
reluctance	0	0	0	0	0	0	0	0	0	0	እምቢተኝነት
reluctant	0	0	0	1	0	1	0	0	0	0	እምቢተኛ
remainder	0	0	0	0	0	0	0	0	0	0	ቀሪ
remaining	0	0	0	0	0	0	0	0	0	0	ቀሪ
remains	0	0	1	1	0	1	1	0	0	1	ይቀራል
remake	0	0	0	0	0	0	1	0	0	0	ድጋሚ ማድረግ
remand	1	0	0	0	0	1	0	0	0	0	ጠየቀ
remark	0	0	0	0	0	0	0	0	0	0	አስተያየት
remarkable	0	0	0	0	1	0	1	0	1	1	አስደናቂ
remarkably	0	0	0	0	0	0	1	0	0	0	በሚያስደንቅ ሁኔታ
remedial	0	0	0	0	0	1	0	0	0	0	ማሻሻያ
remedy	0	1	0	0	1	0	1	0	0	1	መድሃኒት
remember	0	0	0	0	0	0	0	0	0	0	አስታውስ
remembered	0	0	0	0	0	0	0	0	0	0	በማለት አስታውሰዋል
remembering	0	0	0	0	0	0	0	0	0	0	በማስታወስ
remembrance	0	0	0	0	0	0	0	0	0	0	ትዝታ
remind	0	0	0	0	0	0	0	0	0	0	አስታውስ
reminder	0	0	0	0	0	0	0	0	0	0	አስታዋሽ
remiss	1	0	1	0	0	1	0	1	0	0	ይቅር ማለት
remission	0	0	0	0	0	0	1	0	0	0	ስርየት
remit	0	0	0	0	0	0	0	0	0	0	መልቀቅ
remittance	0	0	0	0	0	0	0	0	0	0	መላክ
remnant	0	0	0	0	0	0	0	0	0	0	ቀሪዎች
remodel	0	0	0	0	0	0	1	0	0	0	ማደስ
remorse	0	0	0	0	0	1	0	1	0	0	መጸጸት
remote	0	0	0	0	0	0	0	0	0	0	የሩቅ
remoteness	0	0	0	0	0	0	0	0	0	0	የሩቅነት
removal	0	0	0	0	0	1	0	0	0	0	ማስወገድ
remove	1	0	0	1	0	1	0	1	0	0	አስወግድ
remuneration	0	0	0	0	0	0	0	0	0	0	ክፍያ
renaissance	0	0	0	0	0	0	1	0	0	0	ህዳሴ
rencontre	0	0	0	0	0	1	0	0	0	0	ሬንኮተር
rend	0	0	0	0	0	1	0	0	0	0	መቅደድ
render	0	0	0	0	0	0	1	0	0	0	መስጠት
rendering	0	0	0	0	0	0	0	0	0	0	መስጠት
rendezvous	0	0	0	0	0	0	0	0	0	0	ዳግመኛ
rendition	0	0	0	0	0	0	0	0	0	0	አተረጓጎም
renegade	1	0	0	0	0	1	0	0	0	0	ክህደት
renewal	0	0	0	0	0	0	1	0	0	0	እድሳት
renounce	1	0	0	0	0	1	0	0	0	0	መካድ
renovate	0	1	0	0	0	0	1	0	0	0	ማደስ
renovated	0	0	0	0	0	0	0	0	0	0	የታደሰው
renovation	0	1	0	0	1	0	1	0	0	0	እድሳት
renown	0	0	0	0	0	0	1	0	0	0	ታዋቂ
renowned	0	0	0	0	0	0	1	0	0	0	ታዋቂ
rent	0	0	0	0	0	0	0	0	0	0	ኪራይ
rental	0	0	0	0	0	0	0	0	0	0	ኪራይ
renter	0	0	0	0	0	0	0	0	0	0	ተከራይ
renunciation	0	0	0	0	0	1	0	0	0	0	ክህደት
reorganization	0	0	0	0	0	0	0	0	0	0	እንደገና ማደራጀት
reorganize	0	0	0	0	0	0	1	0	0	0	እንደገና ማደራጀት
repair	0	0	0	0	0	0	0	0	0	0	ጥገና
reparation	0	0	0	0	0	0	1	0	0	1	ማካካሻ
repay	1	1	0	0	1	0	1	0	0	1	መመለስ
repayment	0	0	0	0	0	0	0	0	0	0	ክፍያ
repeal	0	0	0	0	0	0	0	0	0	0	መሻር
repeat	0	0	0	0	0	0	0	0	0	0	ድገም
repeated	0	0	0	0	0	0	0	0	0	0	ተደግሟል
repeatedly	0	0	0	0	0	0	0	0	0	0	በተደጋጋሚ
repeater	0	0	0	0	0	0	0	0	0	0	ተደጋጋሚ
repellant	0	0	1	1	0	1	0	0	0	0	አስጸያፊ
repellent	1	0	1	1	0	1	0	0	0	0	የሚያጠፋ
repelling	0	0	1	0	0	1	0	0	0	0	መቃወም
repent	0	0	0	1	0	0	1	0	0	0	ንስሐ ግቡ
repentance	0	0	0	0	0	0	0	0	0	0	ንስሐ መግባት
repertoire	0	0	0	0	0	0	0	0	0	0	ሪፐርቶር
repertory	0	0	0	0	0	0	0	0	0	0	ሪፐርቶሪ
repetition	0	0	0	0	0	0	0	0	0	0	መደጋገም
replace	0	0	0	0	0	0	0	0	0	0	መተካት
replacement	0	0	0	0	0	0	0	0	0	0	መተካት
replenish	0	0	0	0	0	0	1	0	0	0	መሙላት
replete	0	0	0	0	0	0	1	0	0	0	መሙላት
replication	0	0	0	0	0	0	0	0	0	0	ማባዛት
reply	0	0	0	0	0	0	0	0	0	0	የሚል መልስ ስጥ
report	0	0	0	0	0	0	0	0	0	0	ሪፖርት አድርግ
reported	0	0	0	0	0	0	0	0	0	0	ዘግቧል
reporter	0	0	0	0	0	0	1	0	0	1	ዘጋቢ
repose	0	0	0	0	0	0	1	0	0	0	ማረፍ
reposition	0	0	0	0	0	0	0	0	0	0	እንደገና አቀማመጥ
repository	0	0	0	0	0	0	0	0	0	0	ማከማቻ
representation	0	0	0	0	0	0	0	0	0	0	ውክልና
representative	0	0	0	0	0	0	0	0	0	0	ተወካይ
represented	0	0	0	0	0	0	1	0	0	0	የተወከለው
representing	0	1	0	0	0	0	0	0	0	0	የሚወክል
repress	0	0	0	0	0	1	0	1	0	0	መጨቆን
repressed	0	0	0	0	0	0	0	0	0	0	ተጨቆነ
repression	0	0	0	1	0	1	0	0	0	0	ጭቆና
reprieve	0	0	0	0	0	0	0	0	0	0	ማዘን
reprimand	1	0	0	0	0	1	0	0	0	0	ተግሣጽ
reprint	0	0	0	0	0	1	0	0	0	0	እንደገና ማተም
reprisal	1	0	0	1	0	1	0	1	0	0	በቀል
reprise	0	0	0	0	0	0	0	0	0	0	ተጸየፉ
reproach	1	0	1	0	0	1	0	1	0	0	ነቀፋ
reproduce	0	0	0	0	0	0	0	0	0	0	ማባዛት
reproduction	0	0	0	0	0	0	0	0	0	0	ማባዛት
reproductive	0	0	0	0	1	0	1	0	0	0	የመራቢያ
reptile	0	0	0	0	0	0	0	0	0	0	የሚሳቡ
republic	0	0	0	0	0	1	0	0	0	0	ሪፐብሊክ
republican	0	0	0	0	0	0	0	0	0	0	ሪፐብሊካን
repudiation	1	0	1	0	0	1	0	0	0	0	እምቢተኝነት
repulsion	0	0	1	1	0	1	0	0	0	0	መጸየፍ
repurchase	0	0	0	0	0	0	0	0	0	0	እንደገና መግዛት
reputable	0	0	0	0	0	0	1	0	0	1	የተከበረ
reputation	0	0	0	0	0	0	0	0	0	0	ዝና
repute	0	0	0	0	0	0	0	0	0	0	ክብር
request	0	0	0	0	0	0	0	0	0	0	ጥያቄ
requiem	0	0	0	0	0	0	0	1	0	0	requiem
required	0	0	0	0	0	0	0	0	0	0	ያስፈልጋል
requirement	0	0	0	0	0	0	0	0	0	0	መስፈርት
requisite	0	0	0	0	0	0	0	0	0	0	አስፈላጊ
requisition	0	0	0	0	0	0	0	0	0	0	ጥያቄ
rescind	0	0	0	0	0	1	0	0	0	0	መሻር
rescission	0	0	0	0	0	1	0	0	0	0	መሻር
rescue	0	1	0	0	1	0	1	0	1	1	ማዳን
research	0	0	0	0	0	0	0	0	0	0	ምርምር
resection	0	0	0	1	0	0	0	0	0	0	ሪሴሽን
resemblance	0	0	0	0	0	0	0	0	0	0	መመሳሰል
resemble	0	0	0	0	0	0	0	0	0	0	መመሳሰል
resembling	0	0	0	0	0	0	0	0	0	0	የሚመስለው
resent	1	0	0	0	0	1	0	0	0	0	ቂም መያዝ
resentful	1	0	0	0	0	1	0	0	0	0	ቂመኛ
resentment	1	0	1	0	0	1	0	1	0	0	ቂም
reservation	0	0	0	0	0	0	0	0	0	0	ቦታ ማስያዝ
reserve	0	0	0	0	0	0	1	0	0	0	ተጠባባቂ
reserved	0	0	0	0	0	0	0	0	0	0	የተያዘ
reserves	0	0	0	0	0	0	0	0	0	0	መጠባበቂያዎች
reservoir	0	0	0	0	0	0	0	0	0	0	የውሃ ማጠራቀሚያ
reside	0	0	0	0	0	0	0	0	0	0	መኖር
residence	0	0	0	0	0	0	0	0	0	0	መኖሪያ
residences	0	0	0	0	0	0	0	0	0	0	መኖሪያ ቤቶች
resident	0	0	0	0	0	0	1	0	0	0	ነዋሪ
residual	0	0	0	0	0	0	0	0	0	0	ቀሪ
residue	0	0	0	0	0	0	0	0	0	0	ተረፈ
resign	1	0	1	1	0	1	0	1	0	0	ስራ መልቀቅ
resignation	0	0	0	0	0	1	0	1	1	0	የስራ መልቀቂያ
resigned	0	0	0	0	0	1	0	1	0	0	ስራውን ለቋል
resilience	0	0	0	0	0	0	0	0	0	0	የመቋቋም ችሎታ
resilient	0	0	0	0	0	0	1	0	0	0	የሚቋቋም
resin	0	0	0	0	0	0	0	0	0	0	ሙጫ
resist	0	0	0	0	0	1	0	0	0	0	መቃወም
resistance	1	0	0	0	0	1	0	0	0	0	መቋቋም
resistant	0	0	0	1	0	1	0	0	0	0	ተከላካይ
resisting	1	0	0	1	0	1	0	1	0	0	መቃወም
resistive	0	0	0	0	0	0	1	0	0	0	ተከላካይ
resolute	0	0	0	0	0	0	0	0	0	0	ቆራጥ
resolutely	0	0	0	0	0	0	1	0	0	0	በቆራጥነት
resolution	0	0	0	0	0	0	0	0	0	0	መፍታት
resolve	0	0	0	0	0	0	0	0	0	0	መፍታት
resolved	0	0	0	0	0	0	0	0	0	0	ተፈትቷል
resonance	0	0	0	0	0	0	0	0	0	0	አስተጋባ
resonant	0	0	0	0	0	0	0	0	0	0	የሚያስተጋባ
resonate	0	0	0	0	0	0	0	0	0	0	አስተጋባ
resonator	0	0	0	0	0	0	0	0	0	0	አስተጋባ
resort	0	0	0	0	0	0	0	0	0	0	ሪዞርት
resounding	0	0	0	0	0	0	0	0	0	0	አስተጋባ
resources	0	0	0	0	1	0	1	0	0	1	ሀብቶች
respect	0	1	0	0	1	0	1	0	0	1	አክብሮት
respectability	0	0	0	0	0	0	1	0	0	0	መከባበር
respectable	0	0	0	0	0	0	1	0	0	1	የተከበረ
respected	0	0	0	0	0	0	0	0	0	0	የተከበረ
respectful	0	0	0	0	0	0	1	0	0	1	አክባሪ
respecting	0	0	0	0	0	0	1	0	0	0	በማክበር
respective	0	0	0	0	0	0	0	0	0	0	በቅደም ተከተል
respects	0	0	0	0	0	0	1	0	0	1	ያከብራል
respiration	0	0	0	0	0	0	0	0	0	0	መተንፈስ
respirator	0	0	0	0	0	0	0	0	0	0	መተንፈሻ
respite	0	0	0	0	1	0	1	0	0	1	እረፍት
resplendent	0	0	0	0	1	0	1	0	0	0	የሚያንጸባርቅ
respond	0	0	0	0	0	0	0	0	0	0	ምላሽ ይስጡ
respondent	0	0	0	0	0	0	0	0	0	0	ምላሽ ሰጪ
response	0	0	0	0	0	0	0	0	0	0	ምላሽ
responsibility	0	0	0	0	0	0	0	0	0	0	ኃላፊነት
responsible	0	0	0	0	0	0	1	0	0	1	ተጠያቂ
responsive	0	1	0	0	0	0	1	0	0	1	ምላሽ ሰጪ
rest	0	0	0	0	0	0	1	0	0	0	ማረፍ
restaurant	0	0	0	0	0	0	0	0	0	0	ምግብ ቤት
restful	0	0	0	0	0	0	1	0	0	0	የሚያርፍ
restitution	1	0	0	0	0	0	1	0	0	0	መመለስ
restlessness	0	1	0	0	0	0	0	0	0	0	እረፍት ማጣት
restoration	0	0	0	0	0	0	0	0	0	0	ወደነበረበት መመለስ
restorative	0	1	0	0	1	0	1	0	0	1	ማገገሚያ
restored	0	0	0	0	0	0	0	0	0	0	ተመልሷል
restoring	0	0	0	0	0	0	1	0	0	0	ወደነበረበት መመለስ
restrain	1	0	0	1	0	1	0	0	0	0	መገደብ
restrained	0	0	0	1	0	0	0	0	0	0	ተገድቧል
restraint	0	0	0	0	0	0	1	0	0	0	መገደብ
restrict	0	0	0	0	0	1	0	1	0	0	መገደብ
restricted	0	0	0	0	0	0	0	0	0	0	ተገድቧል
restriction	1	0	0	1	0	1	0	1	0	0	ገደብ
restrictive	0	0	0	0	0	1	0	0	0	0	ገዳቢ
result	0	1	0	0	0	0	0	0	0	0	ውጤት
resultant	0	1	0	0	0	0	0	0	0	0	ውጤት
resumption	0	0	0	0	0	0	1	0	0	0	እንደገና መጀመር
resurrection	0	0	0	0	0	0	0	0	0	0	ትንሣኤ
resuscitation	0	0	0	0	0	0	0	0	0	0	ማስታገሻ
retail	0	0	0	0	0	0	0	0	0	0	ችርቻሮ
retailer	0	0	0	0	0	0	0	0	0	0	ቸርቻሪ
retain	0	0	0	0	0	0	0	0	0	1	ማቆየት።
retaining	0	0	0	0	0	0	0	0	0	0	ማቆየት
retake	0	0	0	0	0	0	0	0	0	0	እንደገና መውሰድ
retaliate	1	0	0	0	0	1	0	0	0	0	መበቀል
retaliation	1	0	0	1	0	1	0	0	0	0	የበቀል እርምጃ መውሰድ
retaliatory	1	0	0	0	0	1	0	0	0	0	አጸፋዊ
retard	0	0	1	1	0	1	0	1	0	0	መዘግየት
retardation	0	0	0	0	0	1	0	0	0	0	መዘግየት
retention	0	0	0	0	0	0	1	0	0	0	ማቆየት
retentive	0	0	0	0	0	0	0	0	0	0	ማቆየት
reticent	0	0	0	1	0	1	0	0	0	0	ትዝብት
retina	0	0	0	0	0	0	0	0	0	0	ሬቲና
retired	0	0	0	0	0	0	0	0	0	0	ጡረታ ወጥቷል
retirement	0	1	0	1	1	1	1	1	0	1	ጡረታ መውጣት
retiring	0	0	0	0	0	0	0	0	0	0	ጡረታ መውጣት
retold	0	0	0	0	0	0	0	0	0	0	እንደገና ተነገረ
retort	0	0	0	0	0	1	0	0	0	0	መልስ መስጠት
retrace	0	0	0	0	0	0	0	0	0	0	ወደ ኋላ መመለስ
retract	1	0	0	0	0	1	0	0	0	0	ማፈግፈግ
retraction	0	0	0	0	0	1	0	0	0	0	ማፈግፈግ
retrenchment	0	0	0	1	0	1	0	0	0	0	የስራ መልቀቂያ
retribution	1	0	0	1	0	1	0	1	0	0	በቀል
retrieval	0	0	0	0	0	0	0	0	0	0	መልሶ ማግኘት
retrieve	0	0	0	0	0	0	0	0	0	0	ሰርስሮ ማውጣት
retriever	0	0	0	0	0	0	0	0	0	0	መልሶ ማግኛ
retroactive	0	0	0	0	0	0	0	0	0	0	ወደኋላ መመለስ
retrograde	0	0	0	0	0	1	0	0	0	0	ወደ ኋላ መመለስ
retrospect	0	0	0	0	0	0	0	0	0	0	ወደ ኋላ መመልከት
retrospective	0	0	0	0	0	0	0	0	0	0	ወደ ኋላ ተመለስ
retrospectively	0	0	0	0	0	0	0	0	0	0	ወደ ኋላ ተመልሶ
return	0	0	0	0	0	0	0	0	0	0	መመለስ
reunion	0	1	0	0	0	0	1	0	0	1	እንደገና መገናኘት
reveal	0	0	0	0	0	0	0	0	0	0	መግለጥ
revel	0	0	0	0	1	0	1	0	0	0	መደሰት
revelation	0	0	0	0	0	0	0	0	0	0	መገለጥ
revels	0	0	0	0	1	0	1	0	0	0	ሪቭሎች
revenge	1	1	0	1	0	1	0	0	1	0	መበቀል
revenue	0	0	0	0	0	0	0	0	0	0	ገቢ
reverberation	0	0	0	0	0	0	0	0	0	0	ማስተጋባት
revere	0	1	0	0	1	0	1	0	0	1	አክባሪ
reverence	0	0	0	0	1	0	1	0	0	1	ክብር
reverend	0	0	0	0	1	0	1	0	0	0	የተከበረ
reverent	0	0	0	0	0	0	0	0	0	0	አክባሪ
reverie	0	0	0	0	1	0	1	0	0	1	reverie
reversal	1	0	1	0	0	1	0	0	1	0	መቀልበስ
reverse	0	0	0	0	0	0	0	0	0	0	የተገላቢጦሽ
reversion	0	0	0	0	0	0	0	0	0	0	መቀልበስ
revert	0	0	0	0	0	0	0	0	0	0	መመለስ
reverting	0	0	0	0	0	0	0	0	0	0	በመመለስ ላይ
review	0	0	0	0	0	0	0	0	0	0	ግምገማ
reviewer	0	0	0	0	0	0	0	0	0	0	ገምጋሚ
revise	0	0	0	0	0	0	1	0	0	0	መከለስ
revision	0	0	0	0	0	0	0	0	0	0	ክለሳ
revisit	0	0	0	0	0	0	0	0	0	0	እንደገና ይጎብኙ
revival	0	1	0	0	1	0	1	0	0	1	መነቃቃት
revive	0	1	0	0	0	1	1	0	0	0	ማነቃቃት።
revocation	0	0	0	0	0	1	0	0	0	0	መሻር
revoke	1	0	1	1	0	1	0	1	0	0	መሻር
revolt	1	0	0	0	0	1	0	0	1	0	አመፅ
revolting	1	0	1	1	0	1	0	0	0	0	ማመጽ
revolution	1	1	0	1	0	1	1	1	1	0	አብዮት
revolutionary	0	0	0	0	0	0	1	0	0	0	አብዮታዊ
revolutionize	0	0	0	0	0	0	0	0	0	0	አብዮት ማድረግ
revolve	0	0	0	0	0	0	0	0	0	0	ማዞር
revolver	1	0	0	1	0	1	0	1	0	0	አብዮተኛ
revulsion	1	0	1	1	0	1	0	0	0	0	መበሳጨት
reward	0	1	0	0	1	0	1	0	1	1	ሽልማት
rhetoric	0	0	0	0	0	0	0	0	0	0	አነጋገር
rhetorical	0	0	0	0	0	0	0	0	0	0	የአጻጻፍ ስልት
rheumatism	1	0	0	1	0	1	0	1	0	0	የሩሲተስ በሽታ
rhyme	0	0	0	0	0	0	0	0	0	0	ግጥም
rhyming	0	0	0	0	0	0	0	0	0	0	መዝሙራት
rhythm	0	0	0	0	0	0	1	0	0	0	ሪትም
rhythmical	0	0	0	0	1	0	1	0	1	0	ምትሃታዊ
rib	0	0	0	0	0	0	0	0	0	0	የጎድን አጥንት
ribbed	0	0	0	0	0	0	0	0	0	0	ribbed
ribbon	1	1	0	0	1	0	1	0	0	0	ሪባን
rice	0	0	0	0	0	0	0	0	0	0	ሩዝ
riches	0	0	0	0	0	0	0	0	0	0	ሀብት
richness	0	0	0	0	0	0	1	0	0	0	ብልጽግና
rick	0	0	0	0	0	0	0	0	0	0	ሪክ
rickety	0	0	0	0	0	1	0	0	0	0	ተንኮለኛ
rid	0	0	0	0	0	0	0	0	0	0	ማስወገድ
riddance	0	0	0	0	0	0	0	0	0	0	ርዳታ
riddle	0	0	0	0	0	0	0	0	1	0	እንቆቅልሽ
riddled	0	0	0	0	0	1	0	0	0	0	እንቆቅልሽ
ride	0	0	0	0	0	0	0	0	0	0	ማሽከርከር
rider	0	0	0	0	0	0	1	0	0	0	ፈረሰኛ
ridge	0	0	0	0	0	0	0	0	0	0	ሸንተረር
ridicule	1	0	1	0	0	1	0	1	0	0	መሳለቂያ
ridiculous	1	0	1	0	0	1	0	0	0	0	አስቂኝ
riding	0	0	0	0	0	0	0	0	0	0	ማሽከርከር
rife	0	0	0	0	0	1	0	0	0	0	መንቀጥቀጥ
rifle	1	0	0	1	0	1	0	0	0	0	ጠመንጃ
rifles	0	0	0	0	0	0	0	0	0	0	ጠመንጃዎች
rift	0	0	0	0	0	1	0	0	0	0	ስንጥቅ
rig	0	0	0	0	0	0	0	0	0	0	ሪግ
rigging	0	0	0	0	0	0	0	0	0	0	ማጭበርበር
righteous	0	0	0	0	0	0	1	0	0	0	ጻድቅ
rightful	0	0	0	0	0	0	1	0	0	0	ትክክለኛ
rightly	0	0	0	0	0	0	1	0	0	0	በትክክል
rigid	0	0	0	0	0	1	0	0	0	0	ግትር
rigidity	0	0	0	0	0	1	0	0	0	0	ግትርነት
rigor	0	0	1	1	0	1	0	0	0	0	ጥብቅነት
rigorous	0	0	0	0	0	1	0	0	0	0	ጥብቅ
rim	0	0	0	0	0	0	0	0	0	0	ሪም
rind	0	0	0	0	0	0	0	0	0	0	ሽፍታ
ring	0	0	0	0	0	0	0	0	0	0	ቀለበት
ringer	1	0	0	0	0	1	0	0	0	0	ደዋይ
ringing	0	0	0	0	0	0	0	0	0	0	መደወል
rink	0	0	0	0	0	0	0	0	0	0	የእግር ጉዞ ማድረግ
rinse	0	0	0	0	0	0	0	0	0	0	ያለቅልቁ
riot	1	0	0	1	0	1	0	0	0	0	ግርግር
riotous	1	0	0	1	0	1	0	0	1	0	ብጥብጥ
riparian	0	0	0	0	0	0	0	0	0	0	የተፋሰስ
ripe	0	0	0	0	0	0	1	0	0	0	የበሰለ
ripen	0	1	0	0	0	0	1	0	0	0	መብሰል
ripening	0	0	0	0	0	0	0	0	0	0	መብሰል
ripple	0	0	0	0	0	0	0	0	0	0	መቅደድ
rise	0	0	0	0	0	0	0	0	0	0	መነሳት
rising	0	1	0	0	1	0	1	0	0	0	መነሳት
risk	0	1	0	1	0	1	0	0	0	0	አደጋ
risky	0	1	0	1	0	1	0	0	0	0	አደገኛ
rite	0	0	0	0	0	0	0	0	0	0	ሥነ ሥርዓት
ritual	0	0	0	0	0	0	0	0	0	0	ሥነ ሥርዓት
ritualistic	0	0	0	0	0	0	0	0	0	0	የአምልኮ ሥርዓት
rival	0	0	0	0	0	0	0	0	0	0	ተቀናቃኝ
rivalry	1	0	0	0	0	1	0	0	0	0	ፉክክር
river	0	0	0	0	0	0	0	0	0	0	ወንዝ
riverbank	0	0	0	0	0	0	0	0	0	0	የወንዝ ዳርቻ
rivet	0	0	0	0	0	0	0	0	0	0	ሪቬት
riveted	0	0	0	0	0	0	0	0	0	0	የተሰበረ
riveting	0	0	0	0	0	0	1	0	0	0	መንቀጥቀጥ
road	0	0	0	0	0	0	0	0	0	0	መንገድ
roads	0	0	0	0	0	0	0	0	0	0	መንገዶች
roadster	0	0	0	0	1	0	1	0	0	1	roadster
roadway	0	0	0	0	0	0	0	0	0	0	የመንገድ መንገድ
roam	0	0	0	0	0	0	0	0	0	0	መንከራተት
roar	0	0	0	0	0	0	0	0	0	0	አገሳ
roast	0	0	0	0	0	0	0	0	0	0	ጥብስ
rob	1	0	1	1	0	1	0	1	0	0	መዝረፍ
robber	0	0	1	1	0	1	0	0	0	0	ዘራፊ
robbery	1	0	1	1	0	1	0	1	0	0	ዝርፊያ
robe	0	0	0	0	0	0	0	0	0	0	ካባ
robot	0	0	0	0	0	0	0	0	0	0	ሮቦት
robotics	0	0	0	0	0	0	0	0	0	0	ሮቦቲክስ
robust	0	0	0	0	0	0	1	0	0	0	ጠንካራ
roc	0	0	0	0	0	0	0	0	0	0	ሮክ
rock	0	0	0	0	0	0	1	0	0	0	ሮክ
rocket	1	0	0	0	0	0	0	0	0	0	ሮኬት
rocks	0	0	0	0	0	0	0	0	0	0	አለቶች
rod	0	0	0	1	0	0	1	0	0	1	በትር
roe	0	0	0	0	0	0	0	0	0	0	ሚዳቋ
rogue	0	0	1	0	0	1	0	0	0	0	አጭበርባሪ
role	0	0	0	0	0	0	0	0	0	0	ሚና
roll	0	0	0	0	0	0	0	0	0	0	ጥቅልል
roller	0	0	0	0	0	0	0	0	0	0	ሮለር
rollers	0	0	0	0	0	0	0	0	0	0	ሮለቶች
rollicking	0	0	0	0	1	0	1	0	0	0	መሽከርከር
rolling	0	0	0	0	0	0	0	0	0	0	ማንከባለል
romance	0	1	0	1	1	0	1	1	1	1	የፍቅር ግንኙነት
romantic	0	1	0	0	1	0	1	0	0	1	የፍቅር ስሜት
romanticism	0	0	0	0	1	0	1	0	0	0	ሮማንቲሲዝም
romp	0	0	0	0	1	0	1	0	0	0	romp
roof	0	0	0	0	0	0	0	0	0	0	ጣሪያ
rook	1	0	1	0	0	1	0	0	0	0	ሮክ
room	0	0	0	0	0	0	0	0	0	0	ክፍል
roomy	0	0	0	0	0	0	0	0	0	0	ሰፊ
roost	0	0	0	0	0	0	0	0	0	0	መራባት
rooster	0	0	0	0	0	0	0	0	0	0	ዶሮ
root	0	0	0	0	0	0	0	0	0	0	ሥር
rooted	0	0	0	0	0	0	1	0	0	1	ሥር ሰድዶ
rope	0	0	0	0	0	0	0	0	0	0	ገመድ
rosary	0	0	0	0	0	0	0	0	0	0	መቁጠሪያ
rose	0	0	0	0	0	0	0	0	0	0	ተነሳ
rosemary	0	0	0	0	0	0	0	0	0	0	ሮዝሜሪ
rosette	0	0	0	0	0	0	0	0	0	0	ሮዝቴ
roster	0	0	0	0	0	0	0	0	0	0	የስም ዝርዝር
rosy	0	0	0	0	0	0	1	0	0	0	ሮዝ
rot	0	0	1	1	0	1	0	1	0	0	መበስበስ
rota	0	0	0	0	0	0	1	0	0	1	ሮታ
rotary	0	0	0	0	0	0	0	0	0	0	ሮታሪ
rotate	0	0	0	0	0	0	0	0	0	0	አሽከርክር
rotation	0	0	0	0	0	0	0	0	0	0	ማሽከርከር
rote	0	0	0	0	0	0	0	0	0	0	መበስበስ
