English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Turkmen Word
spawn	0	0	0	0	0	0	0	0	0	0	sogan
speaker	0	0	0	0	0	0	0	0	0	0	spiker
speaking	0	0	0	0	0	0	0	0	0	0	gürlemek
spear	1	1	0	1	0	1	0	0	0	0	naýza
special	0	0	0	0	1	0	1	0	0	0	ýörite
specialist	0	0	0	0	0	0	0	0	0	1	hünärmen
speciality	0	0	0	0	0	0	0	0	0	0	hünäri
specialize	0	0	0	0	0	0	0	0	0	1	ýöriteleşdiriň
specially	0	0	0	0	0	0	0	0	0	0	ýörite
specie	0	0	0	0	0	0	1	0	0	0	spie
species	0	0	0	0	0	0	0	0	0	0	görnüşleri
specific	0	0	0	0	0	0	0	0	0	0	aýratyn
specification	0	0	0	0	0	0	0	0	0	0	spesifikasiýa
specimen	0	0	0	0	0	0	0	0	0	0	nusga
speck	0	0	1	0	0	1	0	0	0	0	menek
speckled	0	0	0	0	0	0	0	0	0	0	menekli
specs	0	0	0	0	0	0	0	0	0	0	spes
spectacle	0	0	0	0	0	1	1	0	0	0	tomaşa
spectacles	0	0	0	0	0	0	0	0	0	0	tomaşalar
spectacular	0	1	0	0	0	0	0	0	1	0	ajaýyp
spectator	0	0	0	0	0	0	0	0	0	0	tomaşaçy
specter	0	0	0	1	0	1	0	1	0	0	tomaşaçy
spectral	0	0	0	0	0	1	0	0	0	0	spektral
spectrometer	0	0	0	0	0	0	0	0	0	0	spektrometr
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spektrofotometr
spectroscopy	0	0	0	0	0	0	0	0	0	0	spektroskopiýa
spectrum	0	0	0	0	0	0	0	0	0	0	spektr
speculate	0	0	0	0	0	0	0	0	0	0	çaklaň
speculation	0	0	0	1	0	1	0	1	0	0	çaklamalar
speculative	0	1	0	0	0	0	0	0	0	0	spekulýatiw
speculum	0	0	0	0	0	0	0	0	0	0	spekulum
speech	0	0	0	0	0	0	1	0	0	0	çykyş
speechless	0	0	0	0	0	0	0	0	0	0	dilsiz
speed	0	0	0	0	0	0	0	0	0	0	tizlik
speedily	0	0	0	0	0	0	0	0	0	0	çalt
speedometer	0	0	0	0	0	0	0	0	0	0	tizlik ölçeg enjamy
speedway	0	0	0	0	0	0	0	0	0	0	tizlik
speedy	0	0	0	0	0	0	1	0	0	0	çalt
spellbound	0	0	0	0	0	0	0	0	0	0	harp
spelling	0	0	0	0	0	0	1	0	0	0	orfografiýa
spencer	0	0	0	0	0	0	0	0	0	0	spenser
spend	0	0	0	0	0	0	0	0	0	0	harçlamak
spent	0	0	0	0	0	1	0	0	0	0	harçlandy
sperm	0	0	0	0	0	0	0	0	0	0	sperma
spew	0	0	1	0	0	0	0	0	0	0	spew
sphere	0	0	0	0	0	0	0	0	0	0	sfera
spherical	0	0	0	0	0	0	0	0	0	0	sferik
sphinx	0	0	0	0	0	0	0	0	0	0	sfinks
spice	0	0	0	0	0	0	1	0	0	0	ýakymly ys
spicy	0	0	0	0	0	0	0	0	0	0	ajy
spider	0	0	1	1	0	0	0	0	0	0	möý
spigot	0	0	0	0	0	0	0	0	0	0	spigot
spike	0	0	0	1	0	0	0	0	0	0	tüýdük
spiked	0	0	0	0	0	0	0	0	0	0	tüýkürdi
spiky	0	0	0	0	0	0	0	0	0	0	gümürtik
spill	0	0	0	0	0	0	0	0	0	0	dökül
spin	0	0	0	0	0	0	0	0	0	0	aýlanmak
spinal	0	0	0	0	0	0	0	0	0	0	oňurga
spindle	0	0	0	0	0	0	0	0	0	0	eplenç
spine	1	0	0	0	0	1	1	0	0	0	oňurga
spinning	0	0	0	0	0	0	0	0	0	0	egirme
spinster	0	0	0	1	0	1	0	1	0	0	egirme
spiny	0	0	0	0	0	0	0	0	0	0	gümürtik
spiral	0	0	0	0	0	0	0	0	0	0	spiral
spire	0	0	0	0	0	0	0	0	0	0	naýza
spirit	0	0	0	0	0	0	1	0	0	0	ruh
spirits	0	1	0	0	1	0	1	0	1	0	ruhlar
spiritual	0	0	0	0	0	0	0	0	0	0	ruhy
spirituality	0	0	0	0	0	0	0	0	0	0	ruhy taýdan
spit	0	0	1	0	0	0	0	0	0	0	tüýkürmek
spite	1	0	0	0	0	1	0	0	0	0	garamazdan
spiteful	1	0	0	0	0	1	0	0	0	0	garaz
splash	0	0	0	0	0	0	0	0	1	0	çaýkamak
spleen	0	0	0	0	0	0	0	0	0	0	dalak
splendid	0	0	0	0	1	0	1	0	1	0	ajaýyp
splendor	0	1	0	0	1	0	1	0	1	0	ajaýyplyk
splice	0	0	0	0	0	0	0	0	0	0	bölmek
spline	0	0	0	0	0	0	0	0	0	0	bölmek
splint	0	0	0	0	0	0	0	0	0	0	bölek
splinter	0	0	0	0	0	1	0	0	0	0	bölmek
split	0	0	0	0	0	1	0	0	0	0	bölmek
splitting	0	0	0	0	0	1	0	1	0	0	bölmek
splurge	0	0	0	0	0	0	0	0	0	0	bölünmek
spoil	0	0	1	0	0	1	0	0	0	0	talamak
spoiler	0	0	0	0	0	1	0	1	0	0	gyryjy
spoiling	0	0	0	0	0	0	0	0	0	0	zaýalamak
spoke	0	0	0	0	0	1	0	0	0	0	gürledi
spoken	0	0	0	0	0	0	0	0	0	0	gürledi
spokesman	0	0	0	0	0	0	0	0	0	1	metbugat sekretary
sponge	0	0	0	0	0	1	0	0	0	0	gubka
spongy	0	0	0	0	0	0	0	0	0	0	gubkaly
sponsor	0	0	0	0	0	0	1	0	0	1	hemaýatkäri
sponsorship	0	0	0	0	0	0	0	0	0	0	hemaýatkärlik
spoof	0	0	0	0	0	0	0	0	0	0	bulaşdyrmak
spook	0	0	0	1	0	1	0	0	0	0	ok
spoon	0	0	0	0	0	0	0	0	0	0	çemçe
spoonful	0	0	0	0	0	0	0	0	0	0	çemçe
sporadic	0	0	0	0	0	0	0	0	0	0	seýrek
spore	0	0	0	0	0	0	0	0	0	0	spora
sport	0	0	0	0	0	0	0	0	0	0	sport
sporting	0	0	0	0	0	0	0	0	0	0	sport
sports	0	0	0	0	0	0	0	0	0	0	sport
sportsman	0	0	0	0	0	0	0	0	0	0	sportçy
spot	0	0	0	0	0	0	0	0	0	0	ýer
spotless	0	0	0	0	0	0	1	0	0	1	tegmilsiz
spotted	0	0	0	0	0	0	0	0	0	0	menekli
spotty	0	0	0	0	0	0	0	0	0	0	menekli
spousal	0	0	0	0	0	0	0	0	0	0	är-aýal
spouse	0	0	0	0	1	0	1	0	0	1	är-aýal
spout	0	0	0	0	0	0	0	0	0	0	spout
sprain	0	0	0	0	0	1	0	1	0	0	sprain
sprawl	0	0	0	0	0	0	0	0	0	0	dyrmaşmak
spray	0	0	0	0	0	0	0	0	0	0	spreý
spread	0	0	0	0	0	0	0	0	0	0	ýaýramagy
spree	0	0	0	0	0	1	0	0	0	0	möwç alýar
sprinkling	0	0	0	0	0	0	0	0	0	0	sepmek
sprite	0	0	0	1	0	1	0	0	0	0	sprite
sprout	0	0	0	0	0	0	0	0	0	0	gögeriş
spruce	0	0	0	0	0	0	1	0	0	0	arça
spur	0	0	0	1	0	0	0	0	0	0	höweslendirmek
spurious	0	0	1	0	0	1	0	0	0	0	gaharly
spurred	0	0	0	0	0	0	0	0	0	0	howlukdy
spurt	0	0	0	0	0	0	0	0	0	0	howlukmaç
spy	0	0	0	0	0	0	0	0	0	0	içaly
squad	0	0	0	0	0	0	0	0	0	0	topary
squadron	0	0	0	0	0	0	0	0	0	0	eskadron
squall	0	0	0	1	0	1	0	1	0	0	gykylyk
squamous	0	0	0	0	0	0	0	0	0	0	gödek
square	0	0	0	0	0	0	0	0	0	0	inedördül
squat	0	0	0	0	0	0	0	0	0	0	otyr
squatter	0	0	0	0	0	1	0	0	0	0	gykylyk
squeak	0	0	0	0	0	0	0	0	0	0	gysmak
squeal	0	0	0	0	0	0	0	0	0	0	gygyrmak
squeamish	0	0	1	1	0	1	0	0	0	0	gysmak
squeeze	0	0	0	0	0	0	0	0	0	0	gysmak
squeezing	0	0	0	0	0	0	0	0	0	0	gysmak
squelch	1	0	1	0	0	1	0	0	0	0	gykylyk
squint	0	0	0	0	0	0	0	0	0	0	siňek
squire	0	0	0	0	0	0	0	0	0	0	tüýdük
squirm	0	0	1	0	0	1	0	0	0	0	gykylyk
squirrel	0	0	0	0	0	0	0	0	0	0	garaguş
squirt	0	0	0	0	0	0	0	0	0	0	garaguş
stab	1	0	0	1	0	1	0	1	1	0	pyçaklamak
stability	0	0	0	0	0	0	0	0	0	0	durnuklylygy
stable	0	0	0	0	0	0	1	0	0	1	durnukly
staccato	0	0	0	0	0	0	1	0	0	0	stakato
stack	0	0	0	0	0	0	0	0	0	0	stak
staff	0	0	0	0	0	0	0	0	0	0	işgärler
stag	0	0	0	0	0	0	0	0	0	0	basgançak
stage	0	0	0	0	0	0	0	0	0	0	etap
stagger	0	0	0	0	0	0	0	0	1	0	gümürtik
staggering	0	0	0	0	0	1	0	0	0	0	geň galdyryjy
stagnant	0	0	0	0	0	1	0	1	0	0	durgun
stagnation	0	0	0	0	0	0	0	0	0	0	durgunlyk
staid	0	0	0	0	0	0	0	0	0	0	staid
stain	0	0	1	0	0	1	0	0	0	0	menek
stainless	0	0	0	0	0	0	1	0	0	0	poslamaýan
stair	0	0	0	0	0	0	0	0	0	0	basgançak
staircase	0	0	0	0	0	0	0	0	0	0	basgançak
stairway	0	0	0	0	0	0	0	0	0	0	basgançak
stake	0	0	0	0	0	0	0	0	0	0	paý
stale	0	0	0	0	0	1	0	0	0	0	könelişen
stalemate	1	0	1	0	0	0	0	0	0	0	dartgynlyk
stalk	0	0	0	1	0	1	0	0	0	0	sapak
stall	0	0	1	0	0	0	0	0	0	0	duralga
stallion	0	0	0	0	0	0	1	0	0	0	bedew
stalls	0	0	0	0	0	0	0	0	0	0	dükanlar
stalwart	0	0	0	0	0	0	1	0	0	0	stalwart
stamina	0	0	0	0	0	0	1	0	0	1	çydamlylyk
stamp	0	0	0	0	0	0	0	0	0	0	möhür
stand	0	0	0	0	0	0	0	0	0	0	dur
standard	0	0	0	0	0	0	0	0	0	0	standart
standardize	0	0	0	0	0	0	0	0	0	0	standartlaşdyrmak
standing	0	0	0	0	0	0	1	0	0	0	durmak
standoff	1	0	0	1	0	1	0	0	0	0	gapma-garşylyk
standpoint	0	0	0	0	0	0	0	0	0	0	nukdaýnazary
standstill	1	0	0	0	0	1	0	0	0	0	durmak
stanza	0	0	0	0	0	0	0	0	0	0	söz düzümi
staple	0	0	0	0	0	0	0	0	0	0	ştapel
star	0	1	0	0	1	0	1	0	0	1	ýyldyz
starboard	0	0	0	0	0	0	0	0	0	0	açar tagtasy
starch	0	0	0	0	0	0	0	0	0	0	krahmal
stare	0	0	0	0	0	0	0	0	0	0	seret
staring	0	0	0	0	0	1	0	0	0	0	seredip dur
stark	0	0	0	0	0	1	0	0	0	1	stark
starlight	0	0	0	0	0	0	1	0	0	0	ýyldyz çyrasy
starry	0	1	0	0	1	0	1	0	0	0	ýyldyzly
stars	0	0	0	0	0	0	0	0	0	0	ýyldyzlary
start	0	1	0	0	0	0	0	0	0	0	başla
startle	0	0	0	1	0	1	0	0	1	0	gorkmak
startling	0	0	0	0	0	0	0	0	1	0	haýran galdyryjy
starvation	0	0	0	1	0	1	0	1	0	0	açlyk
starved	0	0	0	0	0	1	0	0	0	0	açlyk çekdi
starving	0	0	0	0	0	1	0	0	0	0	açlyk
state	0	0	0	0	0	0	0	0	0	0	ýagdaýy
stately	0	0	0	0	0	0	1	0	0	0	ajaýyp
statement	0	0	0	0	0	0	1	0	0	1	beýany
stateroom	0	0	0	0	0	0	0	0	0	0	stateroom
statesman	0	0	0	0	0	0	0	0	0	0	Döwlet işgäri
static	0	0	0	0	0	0	0	0	0	0	statik
statics	0	0	0	0	0	0	0	0	0	0	statistika
station	0	0	0	0	0	0	0	0	0	0	bekedi
stationary	0	0	0	0	0	1	0	0	0	0	stasionar
stationery	0	0	0	0	0	0	0	0	0	0	kanselýariýa
statistical	0	0	0	0	0	0	0	0	0	1	statistika
statistician	0	0	0	0	0	0	0	0	0	0	statistika
stator	0	0	0	0	0	0	0	0	0	0	stator
statuary	0	0	0	0	0	0	0	0	0	0	heýkeli
statue	0	0	0	0	0	0	1	0	0	0	heýkel
statuette	0	0	0	0	0	0	0	0	0	0	heýkel
stature	0	0	0	0	0	0	0	0	0	0	boýy
status	0	0	0	0	0	0	1	0	0	0	ýagdaýy
statute	0	0	0	0	0	0	0	0	0	0	tertipnama
statutory	0	0	0	0	0	0	0	0	0	0	kanuny
staunch	0	0	0	0	0	0	1	0	0	0	berk
stave	0	0	0	0	0	1	0	0	0	0	taýak
stay	0	0	0	0	0	0	0	0	0	0	gal
stayed	0	0	0	0	0	0	0	0	0	0	galdy
stays	0	0	0	0	0	0	0	0	0	0	galýar
stead	0	0	0	0	0	0	0	0	0	0	ýerine
steadfast	0	0	0	0	0	0	1	0	0	1	tutanýerli
steady	0	0	0	0	0	0	0	0	1	1	yzygiderli
steal	1	0	0	1	0	1	0	1	0	0	ogurlamak
stealing	0	0	1	1	0	1	0	0	0	0	ogurlamak
stealth	0	0	0	0	0	0	0	0	1	0	gizlinlik
stealthily	0	0	0	0	0	0	0	0	1	0	gizlinlikde
stealthy	0	1	0	1	0	1	0	0	1	0	gizlin
steamboat	0	0	0	0	0	0	0	0	0	0	пароход
steamer	0	0	0	0	0	0	0	0	0	0	bug
steamroller	0	0	0	0	0	0	0	0	0	0	bugly bug
steamship	0	0	0	0	0	0	0	0	0	0	bug
steamy	0	0	0	0	0	0	0	0	0	0	bugly
steel	0	0	0	0	0	0	0	0	0	0	polat
steep	0	0	0	0	0	0	0	0	0	0	dik
steeple	0	0	0	0	0	0	0	0	0	0	dik
steer	0	0	0	0	0	0	0	0	0	0	dolandyrmak
stellar	0	0	0	0	0	0	1	0	0	0	ýyldyz
stem	0	0	0	0	0	0	0	0	0	0	baldak
stench	0	0	0	0	0	0	0	0	0	0	ysly
stencil	0	0	0	0	0	0	0	0	0	0	galam
step	0	0	0	0	0	0	0	0	0	0	ädim
steppe	0	0	0	0	0	0	0	0	0	0	sähra
steps	0	0	0	0	0	0	0	0	0	0	ädimleri
stereoscopic	0	0	0	0	0	0	0	0	0	0	stereoskopik
stereotype	0	0	0	0	0	1	0	0	0	0	stereotip
stereotyped	0	0	0	0	0	1	0	0	0	0	stereotipli
sterile	0	0	0	0	0	1	0	1	0	0	önelgesiz
sterility	0	0	0	0	0	1	0	0	0	0	önelgesizlik
sterling	1	1	0	0	1	1	1	0	0	1	sterling
stern	0	0	0	0	0	1	0	0	0	0	berk
stethoscope	0	0	0	0	0	0	0	0	0	0	stetoskop
stew	0	0	0	0	0	0	0	0	0	0	stew
steward	0	0	0	0	0	0	1	0	0	1	dolandyryjy
stewardship	0	0	0	0	0	0	0	0	0	0	dolandyryjylyk
stick	0	0	0	0	0	0	0	0	0	0	taýak
sticking	0	0	0	0	0	0	0	0	0	0	ýapyşmak
sticky	0	0	1	0	0	0	0	0	0	0	ýelmeşýär
stiff	0	0	0	0	0	1	0	0	0	0	gaty
stiffen	0	0	0	0	0	0	0	0	0	0	berk
stiffness	0	0	0	0	0	1	0	0	0	0	berklik
stifle	0	0	0	0	0	1	0	0	0	0	ogurlamak
stifled	1	0	0	1	0	1	0	1	0	0	boguldy
stifling	0	0	0	0	0	0	0	0	0	0	bogmak
stigma	1	0	1	1	0	1	0	1	0	0	stigma
stile	0	0	0	0	0	0	0	0	0	0	stile
stiletto	0	0	0	0	0	0	0	0	0	0	stiletto
stillborn	0	0	0	0	0	1	0	1	0	0	henizem doglan
stillness	0	0	0	1	0	0	1	1	0	0	ümsümlik
stilts	0	0	0	0	0	0	0	0	0	0	stil
stimulant	0	0	0	0	0	0	0	0	0	0	gyjyndyryjy
stimulation	0	0	0	0	0	0	0	0	0	0	höweslendirmek
stimulus	0	0	0	0	0	0	0	0	0	0	gyjyndyryjy
sting	1	0	0	1	0	1	0	0	0	0	aljyramak
stinging	0	0	0	0	0	1	0	0	0	0	aljyraňňylyk
stingy	1	0	1	1	0	1	0	1	0	0	keýpsiz
stink	0	0	1	0	0	1	0	0	0	0	porsy
stinking	0	0	1	0	0	1	0	0	0	0	porsy
stint	0	0	0	1	0	1	0	1	0	0	stint
stipulate	0	0	0	0	0	0	0	0	0	0	şerti
stipulation	0	0	0	0	0	0	0	0	0	0	şerti
stir	0	0	0	0	0	0	0	0	0	0	garmaly
stirring	0	0	0	0	0	0	0	0	0	0	garyşdyryjy
stitch	0	0	0	0	0	0	0	0	0	0	tikiş
stock	0	0	0	0	0	0	0	0	0	0	aksiýa
stockbroker	0	0	0	0	0	0	0	0	0	0	birbra
stocking	0	0	0	0	0	0	0	0	0	0	ätiýaçlyk
stocks	0	0	0	0	0	1	0	0	0	0	paýnamalar
stole	0	0	0	0	0	0	0	0	0	0	ogurlady
stolen	1	0	0	0	0	1	0	0	0	0	ogurlandy
stomach	0	0	1	0	0	0	0	0	0	0	aşgazan
stone	1	0	0	0	0	1	0	0	0	0	daş
stoned	0	0	0	0	0	1	0	0	0	0	daşlandy
stoneware	0	0	0	0	0	0	0	0	0	0	daşdan ýasalan gaplar
stony	0	0	0	0	0	0	0	0	0	0	daşly
stool	0	0	0	0	0	0	0	0	0	0	tabak
stools	0	0	1	0	0	1	0	0	0	0	tabaklar
stoop	0	0	0	0	0	0	0	0	0	0	egilmek
stop	0	0	0	0	0	0	0	0	0	0	dur
stoppage	0	0	0	0	0	1	0	0	0	0	duralga
stopper	0	0	0	0	0	0	0	0	0	0	saklaýjy
stopping	0	0	0	0	0	0	0	0	0	0	durmak
stopwatch	0	0	0	0	0	0	0	0	0	0	sekundomer
storage	0	0	0	0	0	0	0	0	0	0	saklamak
store	0	1	0	0	0	0	1	0	0	0	dükany
storehouse	0	0	0	0	0	0	0	0	0	0	ammar
storing	0	0	0	0	0	0	0	0	0	0	saklamak
storm	1	0	0	0	0	1	0	0	0	0	tupan
storming	1	0	0	0	0	0	0	0	0	0	tupan
stormy	0	0	0	1	0	1	0	0	0	0	tupanly
story	0	0	0	0	0	0	0	0	0	0	hekaýa
stout	0	0	0	0	0	0	0	0	0	0	stout
stove	0	0	0	0	0	0	0	0	0	0	peç
stow	0	0	0	0	0	0	0	0	0	0	stow
straddle	0	0	0	0	0	0	0	0	0	0	gezelenç
straighten	0	0	0	0	0	0	0	0	0	0	düzeltmek
straightforward	0	0	0	0	0	0	1	0	0	1	gönümel
straightway	0	0	0	0	0	0	0	0	0	0	derrew
strained	1	0	0	0	0	1	0	0	0	0	dartgynly
strait	0	0	0	0	0	0	0	0	0	0	bogaz
straits	0	0	0	1	0	1	0	0	0	0	bogazlar
strand	0	0	0	0	0	0	0	0	0	0	ýüp
stranded	0	0	0	0	0	1	0	0	0	0	gabalan
stranger	0	0	0	1	0	1	0	0	0	0	nätanyş
strangle	1	0	1	1	0	1	0	1	1	0	bogmak
strap	0	0	0	0	0	0	0	0	0	0	gaýyş
strapping	0	0	0	0	0	0	0	0	0	0	gaýyş
strata	0	0	0	0	0	0	0	0	0	0	gatlaklar
strategic	0	0	0	0	0	0	1	0	0	0	strategiki
strategist	0	1	0	0	0	0	1	0	0	1	strateg
strategy	0	0	0	0	0	0	0	0	0	0	strategiýasy
stratification	0	0	0	0	0	0	0	0	0	0	gatlak
stratum	0	0	0	0	0	0	0	0	0	0	gatlak
stratus	0	0	0	0	0	0	0	0	0	0	gatlak
straw	0	0	0	0	0	0	0	0	0	0	sypal
stray	0	0	0	0	0	1	0	0	0	0	azaşdy
streak	0	0	0	0	0	0	0	0	0	0	zolak
streaked	0	0	0	0	0	0	0	0	0	0	çyzykly
stream	0	0	0	0	0	0	0	0	0	0	akym
streamer	0	0	0	0	0	0	0	0	0	0	akymly
streaming	0	0	0	0	0	0	0	0	0	0	akym
street	0	0	0	0	0	0	0	0	0	0	köçe
strength	0	0	0	0	0	0	1	0	0	1	güýç
strengthen	0	0	0	0	0	0	1	0	0	0	güýçlendiriň
strengthening	0	0	0	0	1	0	1	0	0	1	güýçlendirmek
strenuous	0	0	0	0	0	0	0	0	0	0	güýçli
stress	0	0	0	0	0	1	0	0	0	0	stres
stretch	0	0	0	0	0	0	0	0	0	0	uzat
stretcher	0	0	0	1	0	0	0	1	0	0	nosilka
stricken	0	0	0	0	0	0	0	1	0	0	uruldy
stride	0	0	0	0	0	0	0	0	0	0	ädim ätmek
strife	1	0	0	0	0	1	0	0	0	0	dawa
strike	1	0	0	0	0	1	0	0	0	0	iş taşlaýyş
striking	0	0	0	0	0	0	1	0	0	0	haýran galdyryjy
strikingly	0	0	0	0	0	0	1	0	0	0	haýran galdyryjy
string	0	0	0	0	0	0	0	0	0	0	setir
stringy	0	0	0	0	0	0	0	0	0	0	setirli
strip	0	0	0	0	0	1	0	1	0	0	zolak
stripe	0	0	0	0	0	1	0	0	0	0	zolak
stripped	1	1	1	1	0	1	0	1	0	0	ýyrtyldy
strive	0	1	0	0	0	0	0	0	0	0	çalyş
strobe	0	0	0	0	0	0	0	0	0	0	strobe
stroke	0	0	0	1	0	1	0	1	0	0	insult
stroll	0	0	0	0	0	0	0	0	0	0	gezelenç
stronghold	0	0	0	0	0	0	0	0	0	0	berkitme
strongly	0	0	0	0	0	0	1	0	0	0	güýçli
structural	0	0	0	0	0	0	0	0	0	1	gurluşly
structure	0	0	0	0	0	0	1	0	0	1	gurluşy
struggle	1	0	0	1	0	1	0	1	0	0	göreş
strut	0	0	0	0	0	1	0	0	0	0	strut
stubble	0	0	0	0	0	0	0	0	0	0	sogan
stubbornness	0	0	0	0	0	0	0	0	0	0	birkemsizlik
stubby	0	0	0	0	0	0	0	0	0	0	samsyk
stucco	0	0	0	0	0	0	0	0	0	0	stucco
stuck	0	0	0	0	0	0	0	0	0	0	ýapyşdy
stud	0	0	0	0	0	0	1	0	0	0	çap
studded	0	0	0	0	0	0	0	0	0	0	örülen
student	0	0	0	0	0	0	0	0	0	0	okuwçy
studied	0	0	0	0	0	0	0	0	0	0	öwrenildi
studio	0	0	0	0	0	0	0	0	0	0	studiýa
study	0	0	0	0	0	0	1	0	0	0	öwrenmek
stuff	0	0	0	0	0	0	0	0	0	0	zatlar
stuffing	0	0	0	0	0	0	0	0	0	0	doldurmak
stuffy	0	0	0	0	0	1	0	0	0	0	gaty
stumble	0	0	0	0	0	1	0	0	0	0	büdremek
stump	0	0	0	0	0	0	0	0	0	0	kök
stunned	0	0	0	1	0	1	0	0	1	0	haýran galdy
stunt	0	0	0	0	0	0	0	0	0	0	stunt
stunted	0	0	0	0	0	1	0	0	0	0	haýran galdy
stupendous	0	0	0	0	0	0	0	0	0	0	ajaýyp
stupid	0	0	0	0	0	1	0	0	0	0	samsyk
stupidity	0	0	0	0	0	1	0	0	0	0	samsyklyk
stupor	0	0	0	0	0	1	0	0	0	0	aljyraňňy
sturdy	0	0	0	0	0	0	1	0	0	0	berk
sturgeon	0	0	0	0	0	0	0	0	0	0	bekre balygy
stutter	0	0	0	0	0	0	0	0	0	0	keýpsizlik
sty	0	0	1	0	0	1	0	0	0	0	sty
style	0	0	0	0	0	0	0	0	0	0	stil
stylish	0	0	0	0	0	0	0	0	0	0	ajaýyp
subatomic	0	0	0	0	0	0	0	0	0	0	subatomic
subcommittee	0	0	0	0	0	0	0	0	0	0	kiçi komiteti
subconscious	0	0	0	0	0	0	0	0	0	0	aň-düşünje
subcutaneous	0	0	0	0	0	0	0	0	0	0	subkutan
subdivide	0	0	0	0	0	0	0	0	0	0	bölmek
subdivision	0	0	0	0	0	0	0	0	0	0	bölüm
subduction	0	0	0	0	0	0	0	0	0	0	subduksiýa
subdue	0	0	0	0	0	1	0	0	0	0	boýun egdir
subdued	0	0	0	0	0	0	0	0	0	0	boýun egdi
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	mowzuk
subjected	0	0	0	0	0	1	0	1	0	0	tabyn edildi
subjection	0	0	0	0	0	1	0	0	0	0	tabynlyk
subjective	0	0	0	0	0	0	0	0	0	0	subýektiw
subjugation	1	0	1	1	0	1	0	1	0	0	boýun egmek
sublimation	0	0	0	0	1	0	1	0	0	0	sublimasiýa
subliminal	0	0	0	0	0	0	0	0	0	0	jenaýat
submarine	0	0	0	0	0	0	0	0	0	0	suwasty gämi
submerged	0	0	0	0	0	0	0	0	0	0	suwa çümdi
submersible	0	0	0	0	0	0	0	0	0	0	suwa çümýär
submission	0	0	0	0	0	0	0	0	0	0	tabşyrmak
submit	0	1	0	0	0	0	0	0	0	0	tabşyr
subordinate	0	0	0	1	0	1	0	0	0	0	tabynlygyndaky
subordination	0	0	0	0	0	0	0	0	0	0	tabynlyk
subplot	0	0	0	0	0	0	0	0	0	0	göçürme
subpoena	0	0	0	0	0	1	0	0	0	0	çagyryş
subscribe	0	1	0	0	0	0	0	0	0	0	abuna ýazylyň
subscription	0	0	0	0	0	0	0	0	0	0	abuna
subsequence	0	0	0	0	0	0	0	0	0	0	indiki
subsequent	0	0	0	0	0	0	0	0	0	0	soňraky
subsequently	0	0	0	0	0	0	0	0	0	0	soňundan
subset	0	0	0	0	0	0	0	0	0	0	kiçi bölüm
subside	0	0	0	0	0	0	0	0	0	0	azalýar
subsidence	0	0	0	0	0	1	0	1	0	0	subsidiýa
subsidiary	0	0	0	0	0	0	0	0	0	0	golçur kärhanasy
subsidize	0	0	0	0	0	0	0	0	0	0	subsidiýa beriň
subsidy	1	0	1	0	0	1	0	0	0	0	subsidiýa
subsist	0	0	0	0	0	1	0	0	0	0	ýaşamak
subsistence	0	0	0	0	0	0	0	0	0	0	eklenç
subsoil	0	0	0	0	0	0	0	0	0	0	ýerasty baýlyklar
substance	0	0	0	0	0	0	1	0	0	0	madda
substantially	0	0	0	0	0	0	0	0	0	0	düýpli
substantiate	0	0	0	0	0	0	0	0	0	1	subut etmek
substantive	0	0	0	0	0	0	1	0	0	0	manyly
substitute	0	0	0	0	0	0	0	0	0	0	çalyşmak
substituted	0	0	0	0	0	0	0	0	0	0	çalyşdy
substitution	0	0	0	0	0	0	0	0	0	0	çalyşmak
substructure	0	0	0	0	0	0	0	0	0	0	kiçi gurluş
subterranean	0	0	0	0	0	0	0	0	0	0	ýerasty deňiz
subtle	0	0	0	0	0	0	0	0	0	0	inçe
subtlety	0	0	0	0	0	0	0	0	0	0	inçelik
subtract	0	0	0	0	0	1	0	0	0	0	aýyrmak
subtraction	0	0	0	0	0	0	0	0	0	0	aýyrmak
subtype	0	0	0	0	0	0	0	0	0	0	kiçi görnüşi
suburb	0	0	0	0	0	0	0	0	0	0	töwerek
suburban	0	0	0	0	0	0	0	0	0	0	şäherara
suburbs	0	0	0	0	0	0	0	0	0	0	töwerekleri
subversion	1	0	0	1	0	1	0	0	0	0	agdarmak
subversive	1	0	0	0	0	1	0	0	1	0	terslik
subvert	0	0	1	1	0	1	0	1	0	0	agdarmak
subway	0	0	0	0	0	0	0	0	0	0	metro
succeed	0	1	0	0	1	0	1	0	1	1	üstünlik gazan
succeeding	0	1	0	0	1	0	1	0	0	1	üstünlik gazanmak
success	0	1	0	0	1	0	1	0	0	0	üstünlik
successful	0	1	0	0	1	0	1	0	0	1	üstünlikli
succession	0	0	0	0	0	0	0	0	0	0	miras
successive	0	0	0	0	0	0	0	0	0	0	yzygiderli
successor	0	0	0	0	0	0	0	0	0	0	mirasdüşer
succinct	0	0	0	0	0	0	1	0	0	0	anyk
succulent	0	0	0	0	0	1	1	0	0	0	süýji
succumb	0	0	0	0	0	1	0	0	0	0	boýun egmek
suck	0	0	0	0	0	1	0	0	0	0	emdir
sucker	1	0	0	0	0	1	0	0	0	0	emdiriji
sucking	0	0	0	0	0	0	0	0	0	0	emdirmek
