English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Mongolian Word
revenue	0	0	0	0	0	0	0	0	0	0	орлого
reverberation	0	0	0	0	0	0	0	0	0	0	цуурайтах
revere	0	1	0	0	1	0	1	0	0	1	хүндэлдэг
reverence	0	0	0	0	1	0	1	0	0	1	хүндэтгэл
reverend	0	0	0	0	1	0	1	0	0	0	эрхэм
reverent	0	0	0	0	0	0	0	0	0	0	хүндэтгэлтэй
reverie	0	0	0	0	1	0	1	0	0	1	бодол
reversal	1	0	1	0	0	1	0	0	1	0	урвуу
reverse	0	0	0	0	0	0	0	0	0	0	урвуу
reversion	0	0	0	0	0	0	0	0	0	0	урвуу
revert	0	0	0	0	0	0	0	0	0	0	буцах
reverting	0	0	0	0	0	0	0	0	0	0	буцах
review	0	0	0	0	0	0	0	0	0	0	хянан үзэх
reviewer	0	0	0	0	0	0	0	0	0	0	шүүмжлэгч
revise	0	0	0	0	0	0	1	0	0	0	засварлах
revision	0	0	0	0	0	0	0	0	0	0	засвар
revisit	0	0	0	0	0	0	0	0	0	0	дахин үзэх
revival	0	1	0	0	1	0	1	0	0	1	сэргэлт
revive	0	1	0	0	0	1	1	0	0	0	сэргээх
revocation	0	0	0	0	0	1	0	0	0	0	хүчингүй болгох
revoke	1	0	1	1	0	1	0	1	0	0	хүчингүй болгох
revolt	1	0	0	0	0	1	0	0	1	0	бослого
revolting	1	0	1	1	0	1	0	0	0	0	эсэргүүцсэн
revolution	1	1	0	1	0	1	1	1	1	0	хувьсгал
revolutionary	0	0	0	0	0	0	1	0	0	0	хувьсгалт
revolutionize	0	0	0	0	0	0	0	0	0	0	хувьсгал хийх
revolve	0	0	0	0	0	0	0	0	0	0	эргэдэг
revolver	1	0	0	1	0	1	0	1	0	0	буу
revulsion	1	0	1	1	0	1	0	0	0	0	дургүйцэл
reward	0	1	0	0	1	0	1	0	1	1	шагнал
rhetoric	0	0	0	0	0	0	0	0	0	0	риторик
rhetorical	0	0	0	0	0	0	0	0	0	0	риторик
rheumatism	1	0	0	1	0	1	0	1	0	0	хэрх өвчин
rhyme	0	0	0	0	0	0	0	0	0	0	шүлэг
rhyming	0	0	0	0	0	0	0	0	0	0	холбогч
rhythm	0	0	0	0	0	0	1	0	0	0	хэмнэл
rhythmical	0	0	0	0	1	0	1	0	1	0	хэмнэлтэй
rib	0	0	0	0	0	0	0	0	0	0	хавирга
ribbed	0	0	0	0	0	0	0	0	0	0	хавиргатай
ribbon	1	1	0	0	1	0	1	0	0	0	тууз
rice	0	0	0	0	0	0	0	0	0	0	будаа
riches	0	0	0	0	0	0	0	0	0	0	баялаг
richness	0	0	0	0	0	0	1	0	0	0	баялаг
rick	0	0	0	0	0	0	0	0	0	0	рик
rickety	0	0	0	0	0	1	0	0	0	0	залхуу
rid	0	0	0	0	0	0	0	0	0	0	ангижрах
riddance	0	0	0	0	0	0	0	0	0	0	ангижрах
riddle	0	0	0	0	0	0	0	0	1	0	оньсого
riddled	0	0	0	0	0	1	0	0	0	0	оньсого
ride	0	0	0	0	0	0	0	0	0	0	унах
rider	0	0	0	0	0	0	1	0	0	0	морьтон
ridge	0	0	0	0	0	0	0	0	0	0	нуруу
ridicule	1	0	1	0	0	1	0	1	0	0	шоолох
ridiculous	1	0	1	0	0	1	0	0	0	0	инээдтэй
riding	0	0	0	0	0	0	0	0	0	0	морь унах
rife	0	0	0	0	0	1	0	0	0	0	дэлгэрсэн
rifle	1	0	0	1	0	1	0	0	0	0	винтов
rifles	0	0	0	0	0	0	0	0	0	0	винтов
rift	0	0	0	0	0	1	0	0	0	0	хагарал
rig	0	0	0	0	0	0	0	0	0	0	өрмийн машин
rigging	0	0	0	0	0	0	0	0	0	0	тоноглол
righteous	0	0	0	0	0	0	1	0	0	0	шударга
rightful	0	0	0	0	0	0	1	0	0	0	зөв
rightly	0	0	0	0	0	0	1	0	0	0	зөв
rigid	0	0	0	0	0	1	0	0	0	0	хатуу
rigidity	0	0	0	0	0	1	0	0	0	0	хатуу байдал
rigor	0	0	1	1	0	1	0	0	0	0	хатуужил
rigorous	0	0	0	0	0	1	0	0	0	0	хатуу
rim	0	0	0	0	0	0	0	0	0	0	хүрээ
rind	0	0	0	0	0	0	0	0	0	0	царцдас
ring	0	0	0	0	0	0	0	0	0	0	бөгж
ringer	1	0	0	0	0	1	0	0	0	0	хонхны дуу
ringing	0	0	0	0	0	0	0	0	0	0	дуугарах
rink	0	0	0	0	0	0	0	0	0	0	гулгуурын талбай
rinse	0	0	0	0	0	0	0	0	0	0	зайлах
riot	1	0	0	1	0	1	0	0	0	0	үймээн самуун
riotous	1	0	0	1	0	1	0	0	1	0	үймээн самуунтай
riparian	0	0	0	0	0	0	0	0	0	0	эрэг
ripe	0	0	0	0	0	0	1	0	0	0	боловсорсон
ripen	0	1	0	0	0	0	1	0	0	0	боловсорч гүйцэх
ripening	0	0	0	0	0	0	0	0	0	0	боловсорч гүйцсэн
ripple	0	0	0	0	0	0	0	0	0	0	долгион
rise	0	0	0	0	0	0	0	0	0	0	өсөх
rising	0	1	0	0	1	0	1	0	0	0	дээшилж байна
risk	0	1	0	1	0	1	0	0	0	0	эрсдэл
risky	0	1	0	1	0	1	0	0	0	0	эрсдэлтэй
rite	0	0	0	0	0	0	0	0	0	0	зан үйл
ritual	0	0	0	0	0	0	0	0	0	0	зан үйл
ritualistic	0	0	0	0	0	0	0	0	0	0	зан үйлийн
rival	0	0	0	0	0	0	0	0	0	0	өрсөлдөгч
rivalry	1	0	0	0	0	1	0	0	0	0	өрсөлдөөн
river	0	0	0	0	0	0	0	0	0	0	гол
riverbank	0	0	0	0	0	0	0	0	0	0	голын эрэг
rivet	0	0	0	0	0	0	0	0	0	0	тав
riveted	0	0	0	0	0	0	0	0	0	0	тавласан
riveting	0	0	0	0	0	0	1	0	0	0	тавлах
road	0	0	0	0	0	0	0	0	0	0	зам
roads	0	0	0	0	0	0	0	0	0	0	замууд
roadster	0	0	0	0	1	0	1	0	0	1	замчин
roadway	0	0	0	0	0	0	0	0	0	0	зам
roam	0	0	0	0	0	0	0	0	0	0	тэнүүчлэх
roar	0	0	0	0	0	0	0	0	0	0	архирах
roast	0	0	0	0	0	0	0	0	0	0	шарсан
rob	1	0	1	1	0	1	0	1	0	0	дээрэмдэх
robber	0	0	1	1	0	1	0	0	0	0	дээрэмчин
robbery	1	0	1	1	0	1	0	1	0	0	дээрэм
robe	0	0	0	0	0	0	0	0	0	0	дээл
robot	0	0	0	0	0	0	0	0	0	0	робот
robotics	0	0	0	0	0	0	0	0	0	0	робот техник
robust	0	0	0	0	0	0	1	0	0	0	бат бөх
roc	0	0	0	0	0	0	0	0	0	0	рок
rock	0	0	0	0	0	0	1	0	0	0	чулуу
rocket	1	0	0	0	0	0	0	0	0	0	пуужин
rocks	0	0	0	0	0	0	0	0	0	0	чулуулаг
rod	0	0	0	1	0	0	1	0	0	1	саваа
roe	0	0	0	0	0	0	0	0	0	0	түрс
rogue	0	0	1	0	0	1	0	0	0	0	хулхи
role	0	0	0	0	0	0	0	0	0	0	үүрэг
roll	0	0	0	0	0	0	0	0	0	0	өнхрөх
roller	0	0	0	0	0	0	0	0	0	0	галзуу
rollers	0	0	0	0	0	0	0	0	0	0	бул
rollicking	0	0	0	0	1	0	1	0	0	0	өнхрөх
rolling	0	0	0	0	0	0	0	0	0	0	өнхрөх
romance	0	1	0	1	1	0	1	1	1	1	романтик
romantic	0	1	0	0	1	0	1	0	0	1	романтик
romanticism	0	0	0	0	1	0	1	0	0	0	романтизм
romp	0	0	0	0	1	0	1	0	0	0	дэгжин
roof	0	0	0	0	0	0	0	0	0	0	дээвэр
rook	1	0	1	0	0	1	0	0	0	0	дэгээ
room	0	0	0	0	0	0	0	0	0	0	өрөө
roomy	0	0	0	0	0	0	0	0	0	0	зайтай
roost	0	0	0	0	0	0	0	0	0	0	тахиа
rooster	0	0	0	0	0	0	0	0	0	0	азарган тахиа
root	0	0	0	0	0	0	0	0	0	0	үндэс
rooted	0	0	0	0	0	0	1	0	0	1	үндэстэй
rope	0	0	0	0	0	0	0	0	0	0	олс
rosary	0	0	0	0	0	0	0	0	0	0	rosary
rose	0	0	0	0	0	0	0	0	0	0	сарнай
rosemary	0	0	0	0	0	0	0	0	0	0	розмарин
rosette	0	0	0	0	0	0	0	0	0	0	сарнай
roster	0	0	0	0	0	0	0	0	0	0	жагсаалт
rosy	0	0	0	0	0	0	1	0	0	0	сарнай
rot	0	0	1	1	0	1	0	1	0	0	ялзрах
rota	0	0	0	0	0	0	1	0	0	1	эргүүлэх
rotary	0	0	0	0	0	0	0	0	0	0	эргэдэг
rotate	0	0	0	0	0	0	0	0	0	0	эргүүлэх
rotation	0	0	0	0	0	0	0	0	0	0	эргэлт
rote	0	0	0	0	0	0	0	0	0	0	эргэлзэх
rotor	0	0	0	0	0	0	0	0	0	0	ротор
rotting	0	0	1	0	0	1	0	0	0	0	ялзрах
rouge	0	0	0	0	0	0	0	0	0	0	улаан
rough	0	0	0	0	0	0	0	0	0	0	ширүүн
roughly	0	0	0	0	0	0	0	0	0	0	ойролцоогоор
roughness	0	0	0	0	0	1	0	0	0	0	барзгар байдал
roulette	0	1	0	0	0	0	0	0	0	0	рулет
round	0	0	0	0	0	0	0	0	0	0	дугуй
roundabout	0	0	0	0	0	0	0	0	0	0	тойрог
rounded	0	0	0	0	0	0	0	0	0	0	дугуйрсан
roundup	0	0	0	0	0	0	0	0	0	0	тойм
rouse	0	0	0	0	0	0	0	0	0	0	сэрээх
rouser	0	0	0	0	0	0	0	0	0	0	догшин
rousing	0	0	0	0	0	0	0	0	0	0	өдөөх
rout	0	0	0	0	0	1	0	0	0	0	замнал
route	0	0	0	0	0	0	0	0	0	0	маршрут
routine	0	0	0	0	0	0	1	0	0	1	дэг журам
rover	0	0	0	0	0	0	0	0	0	0	ровер
roving	0	0	0	0	0	0	0	0	0	0	сэлүүрт
row	1	0	0	0	0	1	0	0	0	0	эгнээ
rowdy	0	0	0	0	0	1	0	0	0	0	хэрүүлтэй
royal	0	0	0	0	0	0	0	0	0	0	хааны
royalty	0	0	0	0	0	0	1	0	0	0	роялти
rub	0	0	0	0	0	0	0	0	0	0	үрэх
rubber	0	0	0	0	0	0	0	0	0	0	резин
rubbers	0	0	0	0	0	0	0	0	0	0	резин
rubbing	0	0	0	0	0	0	0	0	0	0	үрэлт
rubbish	0	0	1	0	0	1	0	0	0	0	хог
rubble	0	0	0	1	0	1	0	1	0	0	нуранги
rubric	0	0	0	0	0	0	1	0	0	0	рубрик
ruby	0	0	0	0	0	0	0	0	0	0	бадмаараг
rudder	0	0	0	0	0	0	0	0	0	0	жолоо
ruddy	0	0	0	0	0	0	0	0	0	0	улаан
rudimentary	0	0	0	0	0	0	0	0	0	0	анхан шатны
rudiments	0	0	0	0	0	0	0	0	0	0	үндсэн ойлголтууд
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	ruff
ruffle	0	0	0	0	0	1	0	0	0	0	нугас
rug	0	0	0	0	0	0	0	0	0	0	хивс
rugged	0	0	0	0	0	1	0	0	0	0	бат бөх
ruin	0	0	0	1	0	1	0	1	0	0	сүйрэл
ruined	1	0	1	1	0	1	0	1	0	0	сүйрсэн
ruinous	1	0	1	1	0	1	0	1	0	0	сүйрсэн
ruins	0	0	0	0	0	0	0	0	0	0	балгас
rule	0	0	0	1	0	0	0	0	0	1	дүрэм
ruler	0	0	0	0	0	0	0	0	0	0	шугам
ruling	0	0	0	0	0	0	0	0	0	0	захирах
rum	0	0	0	0	0	0	0	0	0	0	Ром дарс
rumble	0	0	0	0	0	0	0	0	0	0	шуугиан
rummage	0	0	0	0	0	0	0	0	0	0	шуугиан
rumor	0	0	0	0	0	1	0	1	0	0	цуурхал
rumored	0	0	0	0	0	0	0	0	0	0	цуурхал
rump	0	0	0	0	0	0	0	0	0	0	ууц
runaway	0	0	0	0	0	1	0	1	0	0	зугтсан
runes	0	0	0	0	0	0	0	0	0	0	руна
rung	0	0	0	0	0	0	0	0	0	0	шат
runner	0	0	0	0	0	0	0	0	0	0	гүйгч
running	0	0	0	0	0	0	0	0	0	0	гүйж байна
runway	0	0	0	0	0	0	0	0	0	0	хөөрөх зурвас
rupture	0	0	0	1	0	1	0	1	1	0	хагарал
rural	0	0	0	0	0	0	0	0	0	0	хөдөө
ruse	0	0	0	0	0	1	0	0	0	0	заль мэх
rush	0	0	0	0	0	0	0	0	0	0	яарах
rust	0	0	0	0	0	1	0	0	0	0	зэв
rustic	0	0	0	0	0	0	0	0	0	0	хөдөөгийн
rustle	0	0	0	0	0	0	0	0	0	0	чимээ гаргах
rusty	0	0	0	0	0	1	0	0	0	0	зэвэрсэн
rut	0	0	0	0	0	0	0	0	0	0	rut
ruth	0	0	0	0	0	0	1	0	0	0	Рут
ruthless	1	0	1	1	0	1	0	0	0	0	хэрцгий
rye	0	0	0	0	0	0	0	0	0	0	хөх тариа
saber	1	0	0	1	0	1	0	0	0	0	сэлэм
sable	0	0	0	0	0	0	0	0	0	0	булга
sabotage	1	0	1	1	0	1	0	1	1	0	хорлон сүйтгэх ажиллагаа
sac	0	0	0	0	0	0	0	0	0	0	уут
sack	0	0	0	0	0	0	0	0	0	0	шуудай
sacrament	0	0	0	0	0	0	0	0	0	0	ариун ёслол
sacred	0	0	0	0	0	0	0	0	0	0	ариун
sacrifices	0	0	1	1	0	1	0	1	0	0	золиослолууд
saddle	0	0	0	0	0	0	0	0	0	0	эмээл
sadly	0	0	0	0	0	1	0	1	0	0	харамсалтай нь
sadness	0	0	0	0	0	1	0	1	0	1	уйтгар гуниг
safe	0	0	0	0	1	0	1	0	0	1	аюулгүй
safeguard	0	0	0	0	0	0	1	0	0	1	хамгаалалт
safekeeping	0	0	0	0	0	0	0	0	0	1	хадгалалт
safety	0	0	0	0	0	0	0	0	0	0	аюулгүй байдал
saffron	0	0	0	0	0	0	0	0	0	0	гүргэм
sag	0	0	0	1	0	1	0	0	0	0	унжих
saga	0	0	0	0	0	0	0	0	0	0	сага
sage	0	0	0	0	0	0	1	0	0	1	мэргэн
sail	0	0	0	0	0	0	0	0	0	0	дарвуулт
sailing	0	0	0	0	0	0	0	0	0	0	усан онгоц
sailor	0	0	0	0	0	0	0	0	0	0	далайчин
saint	0	1	0	0	1	0	1	0	1	1	гэгээнтэн
saintly	0	1	0	0	1	0	1	0	1	1	гэгээнтэн
salad	0	0	0	0	0	0	0	0	0	0	салат
salamander	0	0	0	0	0	0	0	0	0	0	саламандра
salary	0	1	0	0	1	0	1	0	0	1	цалин
sale	0	0	0	0	0	0	0	0	0	0	худалдаа
salesman	0	0	0	0	0	0	0	0	0	0	худалдагч
salient	0	0	0	0	0	0	1	0	0	0	тод томруун
saline	0	0	0	0	0	0	0	0	0	0	давсны уусмал
saliva	0	1	0	0	0	0	0	0	0	0	шүлс
sally	0	0	0	0	0	0	0	0	1	0	Салли
salon	0	0	0	0	0	0	0	0	0	0	салон
saloon	1	0	0	0	0	0	0	0	0	0	салон
salt	0	0	0	0	0	0	0	0	0	0	давс
salty	0	0	0	0	0	0	0	0	0	0	давстай
salutary	0	0	0	0	1	0	1	0	0	1	эрүүл мэнд
salutation	0	0	0	0	0	0	0	0	0	0	мэндчилгээ
salute	0	0	0	0	1	0	1	0	0	0	мэндчилье
salvage	0	0	0	0	0	0	0	0	0	0	аврах
salvation	0	1	0	0	1	0	1	0	0	1	аврал
salve	0	0	0	0	0	0	1	0	0	0	давслах
samba	0	0	0	0	0	0	0	0	0	0	самба
sameness	0	0	0	0	0	0	0	0	0	0	ижил төстэй байдал
samurai	0	0	0	1	0	0	1	0	0	0	самурай
sanctification	0	0	0	0	1	0	1	0	0	1	ариусгал
sanctified	0	0	0	0	0	0	0	0	0	0	ариусгасан
sanctify	0	1	0	0	1	0	1	1	1	1	ариусгах
sanction	0	0	0	0	0	0	0	0	0	0	шийтгэл
sanctioned	0	0	0	0	0	0	0	0	0	0	зөвшөөрөл авсан
sanctity	0	0	0	0	0	0	0	0	0	0	ариун байдал
sanctuary	0	1	0	0	1	0	1	0	0	1	дархан цаазат газар
sand	0	0	0	0	0	0	0	0	0	0	элс
sandal	0	0	0	0	0	0	0	0	0	0	шаахайн
sander	0	0	0	0	0	0	0	0	0	0	зүлгүүр
sands	0	0	0	0	0	0	0	0	0	0	элс
sandy	0	0	0	0	0	0	0	0	0	0	элсэрхэг
sane	0	0	0	0	0	0	0	0	0	0	эрүүл саруул
sanguine	0	0	0	0	0	0	1	0	0	0	сайхан сэтгэлтэй
sanitary	0	0	0	0	0	0	1	0	0	0	ариун цэврийн
sanity	0	0	0	0	0	0	0	0	0	0	эрүүл ухаан
sans	0	0	0	0	0	0	0	0	0	0	sans
sap	0	0	0	0	0	1	0	1	0	0	шүүс
sapphire	0	0	0	0	0	0	0	0	0	0	индранил
sappy	0	0	0	0	0	0	0	0	0	1	шүүслэг
sarcasm	1	0	1	0	0	1	0	1	0	0	ёжлол
sarcoma	0	0	0	1	0	1	0	1	0	0	саркома
sardonic	0	0	0	0	0	1	0	0	0	0	сардоник
sash	0	0	0	0	0	0	0	0	0	0	салаа
satanic	1	0	0	0	0	1	0	0	0	0	сатанист
satchel	0	0	0	0	0	0	0	0	0	0	цүнх
sate	0	0	0	0	0	0	0	0	0	0	ханасан
satellite	0	0	0	0	0	0	0	0	0	0	хиймэл дагуул
satin	0	0	0	0	0	0	1	0	0	0	сатин
satire	0	0	0	0	0	0	0	0	0	0	хошигнол
satirical	0	0	0	0	0	0	0	0	0	0	хошигнол
satisfaction	0	0	0	0	0	0	0	0	0	0	сэтгэл ханамж
satisfactorily	0	0	0	0	0	0	1	0	0	0	хангалттай
satisfied	0	0	0	0	1	0	1	0	0	0	сэтгэл хангалуун
saturate	0	0	0	0	0	0	0	0	0	0	ханах
saturated	0	0	1	0	0	1	0	0	0	0	ханасан
saturation	0	0	0	0	0	0	0	0	0	0	ханасан байдал
sauce	0	0	0	0	0	0	0	0	0	0	соус
saucepan	0	0	0	0	0	0	0	0	0	0	сав
saucer	0	0	0	0	0	0	0	0	0	0	таваг
saucy	0	0	0	0	0	0	0	0	0	0	ширүүн
sauerkraut	0	0	0	0	0	0	0	0	0	0	даршилсан байцаа
sauna	0	0	0	0	0	0	0	0	0	0	саун
savage	1	0	0	1	0	1	0	0	0	0	зэрлэг
savagery	1	0	0	1	0	1	0	0	0	0	зэрлэг байдал
savanna	0	0	0	0	0	0	0	0	0	0	саванна
save	0	0	0	0	1	0	1	0	0	1	хадгалах
saving	0	0	0	0	0	0	0	0	0	0	хэмнэлт
savings	0	0	0	0	0	0	1	0	0	0	хадгаламж
savor	0	1	1	0	1	0	1	1	0	1	амтлах
savory	0	0	0	0	0	0	1	0	0	0	амттай
savvy	0	0	0	0	0	0	1	0	0	0	ухаантай
sawdust	0	0	0	0	0	0	0	0	0	0	модны үртэс
sax	0	0	0	0	0	0	0	0	0	0	сакс
saxophone	0	0	0	0	0	0	0	0	0	0	саксофон
scab	0	0	0	0	0	1	0	0	0	0	хамуу
scabbard	0	0	0	0	0	0	0	0	0	0	хуушуур
scaffold	0	0	0	1	0	1	0	0	0	0	тавцан
scaffolding	0	0	0	0	0	0	0	0	0	0	барилгын шат
scale	0	0	0	0	0	0	0	0	0	0	масштаб
scales	0	0	0	0	0	0	0	0	0	0	жинлүүр
scallop	0	0	0	0	0	0	0	0	0	0	хясаа
scalp	0	0	0	0	0	0	0	0	0	0	хуйх
scalpel	0	0	0	1	0	1	0	0	0	0	хусуур
scaly	0	0	0	0	0	1	0	0	0	0	хайрс
scan	0	0	0	0	0	0	0	0	0	0	сканнердах
scandal	0	0	0	1	0	1	0	0	0	0	дуулиан
scandalous	1	0	0	0	0	1	0	0	0	0	дуулиантай
scanty	0	0	0	0	0	1	0	0	0	0	дутуу
scape	0	0	0	0	0	0	0	0	0	0	scape
scapegoat	1	0	0	1	0	1	0	0	0	0	гэм буруутай ямаа
scar	1	0	1	1	0	1	0	1	0	0	сорви
scarab	0	0	0	0	0	0	0	0	0	0	скраб
scarce	0	0	0	1	0	1	0	1	0	0	ховор
scarcely	0	0	0	0	0	1	0	1	0	0	бараг л
scarcity	1	0	0	1	0	1	0	1	0	0	хомсдол
scare	1	1	0	1	0	1	0	0	1	0	айлгах
scarecrow	0	0	0	1	0	1	1	0	0	0	айлгах
scarf	0	0	0	0	0	0	0	0	0	0	ороолт
scarlet	0	0	0	0	0	0	0	0	0	0	час улаан
scatter	0	0	0	0	0	0	0	0	0	0	тарсан
scattered	0	0	0	0	0	0	0	0	0	0	тараагдсан
scattering	0	0	0	0	0	0	0	0	0	0	тараах
scavenger	0	0	0	0	0	1	0	0	0	0	цэвэрлэгч
scene	0	0	0	0	0	0	0	0	0	0	үзэгдэл
scenery	0	0	0	0	0	0	0	0	0	0	байгаль
scenic	0	0	0	0	0	0	0	0	0	0	үзэсгэлэнт
scent	0	0	0	0	0	0	0	0	0	0	үнэр
sceptical	0	0	0	0	0	0	0	0	0	1	эргэлзээтэй
scepticism	0	0	0	0	0	0	0	0	0	0	эргэлзээ
schematic	0	0	0	0	0	0	0	0	0	0	схем
scheme	0	0	0	0	0	1	0	0	0	0	схем
schism	1	0	0	0	0	1	0	0	0	0	хуваагдал
schizophrenia	1	0	1	1	0	1	0	1	0	0	шизофрени
scholar	0	0	0	0	0	0	1	0	0	0	эрдэмтэн
scholarly	0	0	0	0	0	0	0	0	0	0	эрдэм шинжилгээний
scholarship	0	0	0	0	1	0	1	0	0	0	тэтгэлэг
school	0	0	0	0	0	0	0	0	0	1	сургууль
schoolboy	0	0	0	0	0	0	0	0	0	0	сургуулийн сурагч
schooling	0	0	0	0	0	0	0	0	0	0	сургуульд суралцах
schoolmaster	0	0	0	0	0	0	0	0	0	0	сургуулийн багш
schooner	0	0	0	0	0	0	0	0	0	0	хөлөг онгоц
sciatica	0	0	0	0	0	1	0	0	0	0	sciatica
science	0	0	0	0	0	0	0	0	0	0	шинжлэх ухаан
scientific	0	0	0	0	0	0	1	0	0	1	шинжлэх ухааны
scientist	0	1	0	0	0	0	1	0	0	1	эрдэмтэн
scintilla	0	0	0	0	0	0	1	0	0	0	сцинтилла
scintillation	0	0	0	0	0	0	0	0	0	0	гялалзах
scintillator	0	0	0	0	0	0	0	0	0	0	сцинтиллятор
scion	0	0	0	0	0	0	0	0	0	0	үр хүүхэд
scissors	0	0	0	0	0	0	0	0	0	0	хайч
scoff	1	0	1	0	0	1	0	0	0	0	шоолох
scold	1	0	1	1	0	1	0	1	0	0	загнах
scolding	1	0	0	0	0	1	0	0	0	0	загнаж байна
scoop	0	0	0	0	0	0	0	0	0	0	утгуур
scope	0	0	0	0	0	0	0	0	0	0	хамрах хүрээ
scorching	1	0	0	0	0	1	0	0	0	0	шатамхай
score	0	1	0	0	1	0	1	0	1	0	Оноо
scores	0	0	0	0	0	0	0	0	0	0	оноо
scorn	1	0	0	0	0	1	0	0	0	0	доромжлох
scorpion	1	0	1	1	0	1	0	0	1	0	хилэнцэт хорхой
scotch	0	0	0	0	0	1	0	0	0	0	шотланд
scoundrel	1	0	1	1	0	1	0	0	0	1	новш
scour	0	0	0	0	0	0	0	0	0	0	арчих
scourge	1	0	0	1	0	1	0	1	0	0	гамшиг
scout	0	0	0	0	0	0	0	0	0	0	скаут
scrabble	0	0	0	0	0	0	0	0	0	0	scrabble
scramble	0	0	0	0	0	0	0	0	0	0	уралдах
scrambling	0	0	0	0	0	1	0	0	0	0	гүйж байна
scrape	0	0	0	0	0	0	0	0	0	0	хусах
scrapie	1	0	0	1	0	1	0	1	0	0	scrapie
scraping	0	0	0	0	0	0	0	0	0	0	хусах
scratch	0	0	0	0	0	0	0	0	0	0	зураас
scream	1	0	1	1	0	1	0	0	1	0	хашгирах
screaming	1	0	1	1	0	1	0	0	0	0	хашгирч байна
screech	0	0	0	1	0	1	0	0	1	0	хашгирах
screen	0	0	0	0	0	0	0	0	0	0	дэлгэц
screwdriver	0	0	0	0	0	0	0	0	0	0	халив
screwed	1	0	0	0	0	1	0	0	0	0	боолттой
scribble	0	0	0	0	0	0	0	0	0	0	сараачлах
scribe	0	0	0	0	0	0	1	0	0	0	бичээч
scrimmage	0	0	0	0	0	1	0	0	1	0	дайралт
scrip	0	0	0	0	0	0	0	0	0	0	бичээс
script	0	0	0	0	0	0	1	0	0	0	скрипт
scriptural	0	0	0	0	0	0	0	0	0	0	судар
scripture	0	0	0	0	0	0	0	0	0	1	судар
scroll	0	0	0	0	0	0	0	0	0	0	гүйлгэх
scrub	0	0	1	0	0	1	0	0	0	0	гуужуулагч
scrumptious	0	0	0	0	0	0	1	0	0	0	амттай
scrupulous	0	0	0	0	0	0	0	0	0	0	нямбай
scrutinize	0	1	0	0	0	1	0	0	0	0	нягталж үзэх
scrutiny	0	0	0	0	0	1	0	0	0	0	хяналт
sculptor	0	0	0	0	0	0	0	0	0	0	уран барималч
sculpture	0	0	0	0	0	0	1	0	0	0	уран баримал
sculptured	0	0	0	0	0	0	0	0	0	0	баримал хийсэн
scum	0	0	1	0	0	1	0	0	0	0	хог хаягдал
sea	0	0	0	0	0	0	1	0	0	0	далай
seaboard	0	0	0	0	0	0	0	0	0	0	далайн эрэг
seal	0	0	0	0	0	0	1	0	0	1	далайн хав
seals	0	0	0	0	0	0	0	0	0	1	лац
seam	0	0	0	0	0	0	0	0	0	0	оёдол
seaman	0	0	0	0	0	0	0	0	0	0	далайчин
seamless	0	0	0	0	0	0	0	0	0	0	саадгүй
seamstress	0	0	0	0	0	0	0	0	0	0	оёдолчин
seaport	0	0	0	0	0	0	0	0	0	0	далайн боомт
sear	0	0	0	0	0	1	0	0	0	0	ширтэх
search	0	0	0	0	0	0	0	0	0	0	хайх
searching	0	0	0	0	0	0	0	0	0	0	хайж байна
seared	0	0	0	0	0	0	0	0	0	0	шатаасан
seaside	0	0	0	0	0	0	0	0	0	0	далайн эрэг
season	0	0	0	0	0	0	0	0	0	0	улирал
seasoned	0	0	0	0	0	0	1	0	0	0	амталсан
seasoning	0	0	0	0	0	0	0	0	0	0	амтлагч
seat	0	0	0	0	0	0	0	0	0	0	суудал
secession	0	0	0	0	0	1	0	0	0	0	салан тусгаарлах
secluded	0	0	0	0	0	1	0	1	0	0	тусгаарлагдсан
seclusion	0	0	0	1	0	1	1	0	0	0	тусгаарлалт
secondary	0	0	0	0	0	0	0	0	0	0	хоёрдогч
secondhand	0	0	0	0	0	1	0	0	0	0	хоёр дахь гар
secrecy	0	0	0	0	0	0	0	0	1	1	нууцлал
secret	0	0	0	0	0	0	0	0	0	1	нууц
secretariat	0	0	0	0	0	0	1	0	0	0	нарийн бичгийн дарга нарын газар
secretary	0	0	0	0	0	0	0	0	0	0	нарийн бичгийн дарга
secrete	0	0	1	0	0	0	0	0	0	0	нууцлах
secretion	0	0	1	0	0	1	0	0	0	0	шүүрэл
secretive	0	0	0	0	0	1	0	0	0	0	нууцлаг
secretly	0	0	0	0	0	0	0	0	0	0	нууцаар
sect	0	0	0	0	0	0	0	0	0	0	сект
sectarian	1	0	0	1	0	1	0	0	0	0	шашны
sectional	0	0	0	0	0	0	0	0	0	0	хэсэгчилсэн
sector	0	0	0	0	0	0	0	0	0	0	салбар
secular	0	1	0	0	0	0	0	0	0	0	шашингүй
secularism	0	0	0	0	0	0	0	0	0	0	секуляризм
securities	0	0	0	0	0	0	0	0	0	1	үнэт цаас
security	0	0	0	0	0	0	0	0	0	0	аюулгүй байдал
sedan	0	0	0	0	0	0	0	0	0	0	седан
sedate	0	0	0	0	0	0	0	0	0	0	тайвшруулах
sedative	0	0	0	0	0	0	0	0	0	0	тайвшруулах
sedentary	0	0	0	0	0	0	0	0	0	0	суурин
